ProdId,Description,SalesGroup,Weight (g),GHG Emission (g),N lost (g),Freshwater Withdrawals (ml),Stress-Weighted Water Use (ml)
R-30406,G&G|Croissant|Multigrain|OK ,OK - GRAB & GO,120.0000048000002,182.7000073080003,0.17760000710400028,50304.00201216008,1538604.0615441627
R-55155,GRL|Breakfast BLT,OK - GRILL KITCHEN BREAKFAST,389.99998080000154,1173.1975526799215,1.4668932273569084,239334.47699464016,7306122.139128773
R-44024,GRL|Breakfast Wrap,OK - GRILL KITCHEN BREAKFAST,300.50000187500007,1651.8674783648917,2.30859937512394,298638.89788780076,9031007.280774662
R-50368,GRL|BreakfastCroissant,OK - GRILL KITCHEN BREAKFAST,194.25000028,878.6470324244866,1.0058719240682674,129426.59203876508,4424774.799938984
R-50498,GRL|Crepe|Apple Cinnamon,OK - GRILL KITCHEN BREAKFAST,400.0000096000004,629.1561294547101,0.38537251420800056,112608.95983077177,3188555.821798003
R-51146,GRL|Crepe|Ham and Swiss,OK - GRILL BRUNCH,333.00001016000044,1047.289243034057,1.1793137293972136,220501.32571603352,7660979.562157152
R-67745,GRL|Crepe|Mushroom Swiss,OK - GRILL BRUNCH,308.0000101600004,675.5672664622896,0.6797874393616263,151910.24653453886,5652368.156166642
R-50569,GRL|Crepe|Nutella Banana,OK - GRILL KITCHEN BREAKFAST,380.0000096000004,986.1536870725763,0.3921692449772313,101770.41097221099,3089301.0412024693
R-50570,GRL|Crepe|Rosemary Peach,OK - GRILL BRUNCH,345.0000096000004,528.030992841807,0.37178683238981874,100958.671986197,3078930.228440231
R-50311,GRL|Pancake|Carrot Cake,OK - GRILL KITCHEN BREAKFAST,330.0,589.023715253886,0.4977454369602764,94805.99432815198,3998835.701747841
R-50320,GRL|Pancake|Lemon Poppyseed,OK - GRILL KITCHEN BREAKFAST,300.0,365.3872181818182,0.21832727272727276,61755.32727272727,3164942.4363636365
R-56489,GRL|Pancakes|Blueberry,OK - GRILL KITCHEN BREAKFAST,360.0,430.8325772727273,0.23975869755244755,60156.115909090906,2804934.0006993003
R-64676,GRL|Pancakes|Mixed Berry,OK - GRILL KITCHEN BRUNCH,360.0,424.35830909090913,0.23918636363636364,59837.65454545454,2793574.672727273
R-67817,GRL|Pancakes|Peach,OK - GRILL KITCHEN BREAKFAST,360.0,382.0988072727273,0.24211340909090906,43603.22090909091,2132890.5245454544
