Optimum Control ID,OC Description,SalesGroup,Combined Label,Red,Yellow,Green,GHG Emission (g),N lost (g),Land Use (m^2),Freshwater Withdrawals (L),Stress-Weighted Water Use (L),GHG Emission (g) / 100g,N lost (g) / 100g,Freshwater Withdrawals (L) / 100g,Stress-Weighted Water Use (L) / 100g,Land Use (m^2) / 100g
R-47209,5 spice powder|spice,FT HOMESKILLET,Red,True,False,False,4250.2931176,3.0617460000000003,14.061352,11.29,99.93,937.03,0.68,2.49,22.03,3.1
R-55408,ADD|Cheese,FEAST,Red,True,False,False,124.74560249491203,1.3062000261240003,0.1464400029288,21.83,1126.48,891.04,9.33,155.93,8046.29,1.05
R-63588,ADD|CHICKEN ,FT GRAB & GO,Red,True,False,False,692.8610647959184,17.52230994897959,1.8862234693877544,55.56,50.17,610.99,15.45,48.99,44.24,1.66
R-63593,ADD|Chicken Strip Dip,FT SIDES ,Green,False,False,True,23.55830703208556,0.1865952673796791,0.0042262379679144,0.59,31.51,52.35,0.41,1.31,70.02,0.01
R-65790,ADD|Chili|TAILGATE,SPECIALS,Red,True,False,False,959.7663503060596,7.770525456650962,2.96820033133643,41.24,1560.07,1476.56,11.95,63.45,2400.11,4.57
R-22896,ADD|Crackers,FEAST,Yellow,False,True,False,9.134999817300004,0.088799998224,0.0293399994131994,2.52,76.93,152.25,1.48,42.0,1282.17,0.49
R-62187,ADD|Fried Egg,FT STICKS AND SPOONS,Red,True,False,False,137.62830406543787,2.020985734481714,0.3066414308286285,20.89,614.57,360.28,5.29,54.69,1608.82,0.8
R-56809,ADD|Guacamole ,FT SIDES ,Green,False,False,True,34.20364080635526,0.2371458253888899,0.0527317109005054,1.05,44.87,57.01,0.4,1.75,74.78,0.09
R-62363,ADD|Havarti|1 SLICE,FEAST,Red,True,False,False,8.9104,0.0933,0.01046,1.56,80.46,891.04,9.33,156.0,8046.0,1.05
R-56468,ADD|Kimchi,ADD ONS,Green,False,False,True,18.66,0.237,0.069,1.64,74.5,62.2,0.79,5.47,248.33,0.23
R-62301,ADD|Perogy|SIDE (4pc),FT SIDES ,Yellow,False,True,False,540.468,3.0468,0.4679999999999999,31.71,2775.81,300.26,1.69,17.62,1542.12,0.26
R-44853,ADD|Poached Egg,FEAST,Yellow,False,True,False,120.829501208295,2.019600020196,0.2257200022572,20.89,614.49,241.66,4.04,41.78,1228.98,0.45
R-61856,ADD|Prawns,FEAST,Red,True,False,False,2143.55307375,7.141320000000001,0.310233375,122.58,4940.97,2381.73,7.93,136.2,5489.97,0.34
R-64375,ADD|SHRIMP,FEAST,Red,True,False,False,2006.8164058969164,6.372856283055514,0.4520665001444025,108.97,4391.66,2229.8,7.08,121.08,4879.62,0.5
R-65788,ADD|Tailgate cheddar,SPECIALS,Red,True,False,False,400.968,4.1985,0.4707,70.17,3620.84,891.04,9.33,155.93,8046.31,1.05
R-61659,ALF|Pasta|Cauliflower Cheese,OK - AL FORNO,Yellow,False,True,False,670.9898087878073,6.432145578016259,1.0629457576097232,93.99,4358.2,223.66,2.14,31.33,1452.73,0.35
R-56505,ALF|Pasta|Chicken Alfredo,OK - AL FORNO,Yellow,False,True,False,1086.4549032964087,13.580881945685189,1.8547937567000023,166.06,7067.18,285.91,3.57,43.7,1859.78,0.49
R-51303,ALF|Pasta|Chorizo Penne,OK - AL FORNO,Yellow,False,True,False,1174.9834184794045,13.78755660269602,2.1116831348483567,207.52,8132.88,257.11,3.02,45.41,1779.62,0.46
R-65631,AQlCreme Caramel|PTN,FEAST,Yellow,False,True,False,692.8912506041477,3.3498000100980003,0.8365516677952667,13.1,2851.13,452.87,2.19,8.56,1863.48,0.55
R-65622,AQlDynamite Power Plant Bowl,FEAST,Green,False,False,True,727.5180365932015,2.5795511660500496,1.4020190658017142,211.98,1417.35,145.5,0.52,42.4,283.47,0.28
R-65620,AQlMiso Glazed Salmon Bowl,FEAST,Green,False,False,True,986.1249590976774,8.950157199292985,1.2543398085173123,418.14,1794.92,177.04,1.61,75.07,322.25,0.23
R-64338,ASSORTED DANISH,FT BAKERY,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-65918,BAKE| GF VEGAN RASPBRY CHOC,FOOD - BAKERY & DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-52751,BAKE|Bagel Asst,FT BAKERY,Green,False,False,True,1.77625,0.0172666666666666,0.0057049999999998,0.49,14.96,1.68,0.02,0.46,14.11,0.01
R-64357,BAKE|BAKED PRETZEL,FT GRAB & GO,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-19583,BAKE|Cake|Ponderosa,FT BAKERY,Yellow,False,True,False,0.0380625,0.00037,0.0001222499999999,0.01,0.32,152.25,1.48,40.0,1280.0,0.49
R-52747,BAKE|Cinnamon Bun,FT BAKERY,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-52742,BAKE|Croissant|Almond,FT BAKERY,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-52743,BAKE|Croissant|Cheese,FT BAKERY,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-52744,BAKE|Croissant|Chocolate,FT BAKERY,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-34270,BAKE|Croissant|Multigrain,FT BAKERY,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-52741,BAKE|Croissant|Plain,FT BAKERY,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-52793,BAKE|Croissant|Spinach Pepper ,FT BAKERY,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-52750,BAKE|Danish|Almond Pear|MC,FT BAKERY,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-52749,BAKE|Danish|Supreme Asst,FT BAKERY,Yellow,False,True,False,3.045,0.0296,0.0097799999999998,0.84,25.64,152.25,1.48,42.0,1282.0,0.49
R-21282,BAKE|Loaf|Sweet Asst,FT BAKERY,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-46225,BAKE|Muffin|Asst,FT BAKERY,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-20398,BAKE|Scone|Asst,FT BAKERY,Red,True,False,False,535.8420000000053,5.609840000000057,0.6315120000000064,93.89,4838.04,881.32,9.23,154.42,7957.3,1.04
R-47788,BAKE|Scone|Cran & Blueberry|MC,FT BAKERY,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-64236,BAKED LAYS ORIGINAL,FT GRAB & GO,Green,False,False,True,0.397,0.005,0.00052,0.0,0.08,39.7,0.5,0.0,8.0,0.05
R-56911,BATCH|Chili Garlic Tofu|SIDE,SIDES,Green,False,False,True,127.61736181818182,0.4505966363636363,0.2927530999999999,0.59,8.45,167.92,0.59,0.78,11.12,0.39
R-56908,BATCH|Crispy Fried Tofu|side,ADD ONS,Green,False,False,True,282.9315525,1.0817325000000002,0.57182125,40.83,155.26,226.35,0.87,32.66,124.21,0.46
R-56807,BATCH|Fire Roasted Salsa,SIDES,Green,False,False,True,65.46773393304849,0.8343456866657958,0.0324097160559069,6.41,367.1,55.34,0.71,5.42,310.33,0.03
R-57000,BATCH|Roasted Carrots AR|Side,FEAST,Green,False,False,True,71.28546025345622,1.6135455069124425,0.1045691052227342,2.6,45.51,57.03,1.29,2.08,36.41,0.08
R-56286,Beef Donair,FEAST,Red,True,False,False,3822.784570462535,34.610287021058944,10.651879748119926,263.01,9020.1,1369.68,12.4,94.24,3231.85,3.82
R-63589,BENTO PORK DUMPLINGS,FT GRAB & GO,Red,True,False,False,1081.4650000000108,14.608000000000148,2.312200000000012,199.13,5966.7,983.15,13.28,181.03,5424.27,2.1
R-70967,BERKIPOPIMAINIHALIBUT,FEAST,Green,False,False,True,790.3419539685788,9.553779766062473,1.152599015278427,219.39,1937.95,99.58,1.2,27.64,244.18,0.15
R-71200,BERKIPOPIVEGETARIANIMUSHTART,FEAST,Yellow,False,True,False,482.1885360294167,5.297546159050875,0.9835040303113616,90.5,3745.22,213.93,2.35,40.15,1661.6,0.44
R-38748,BERRIES & QUINOA SALAD W/ OW S,FT GRAB & GO,Red,True,False,False,1553.6976000000025,21.933600000000038,2.152800000000004,493.12,2646.82,497.98,7.03,158.05,848.34,0.69
R-64760,BEV\SMARTWATER  1L ANTIOX,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-64761,BEV\Water|Smart 1L Alkaline,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-23583,BEV|Coffee|12 oz,FT BEVERAGES,Green,False,False,True,633.8192557894849,0.7105615789473703,0.7943354210526451,3.77,565.98,161.65,0.18,0.96,144.35,0.2
R-23584,BEV|Coffee|16 oz,FT BEVERAGES,Green,False,False,True,801.8689610526465,0.7377321052631604,1.0119008947368604,4.22,569.53,156.58,0.14,0.82,111.21,0.2
R-23635,BEV|Coffee|Ceramic|12oz,FT BEVERAGES,Green,False,False,True,633.8192557894849,0.7105615789473703,0.7943354210526451,3.77,565.98,162.48,0.18,0.97,145.09,0.2
R-67307,BEV|Coffee|Ethical Bean Promo,BEVERAGE,Green,False,False,True,1083.9492475000245,0.210199500000004,1.4043808333333652,2.25,64.95,261.81,0.05,0.54,15.69,0.34
R-52932,BEV|Cold Brew|Two Bears|Black,FT BEVERAGES,Red,True,False,False,16.6995,0.0027,0.02162,0.03,0.34,1669.95,0.27,3.0,34.0,2.16
R-53123,BEV|Cold Brew|Two Bears|Latte,FT BEVERAGES,Green,False,False,True,0.9943,0.00068,0.00077,0.07,2.45,99.43,0.07,7.0,245.0,0.08
R-52930,BEV|Cold Brew|Two Bears|Mocha,FT BEVERAGES,Red,True,False,False,16.6995,0.0027,0.02162,0.03,0.34,1669.95,0.27,3.0,34.0,2.16
R-63859,BEV|Core Power Elite Chocolate,FT BEVERAGES,Red,True,False,False,10.456,0.0027,0.06896,0.02,0.22,1045.6,0.27,2.0,22.0,6.9
R-64237,BEV|Core Power Shake Banana,FT BEVERAGES,Green,False,False,True,0.7115,0.0027,0.00193,0.0,0.03,71.15,0.27,0.0,3.0,0.19
R-52790,BEV|Core Power|Chocolate,FT BEVERAGES,Red,True,False,False,10.456,0.0027,0.06896,0.02,0.22,1045.6,0.27,2.0,22.0,6.9
R-48633,BEV|Core Power|StrawberryBanan,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-52791,BEV|Core Power|Vanilla,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-46380,BEV|Fruit Water|Black Cherry,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-46381,BEV|Fruit Water|Peach Mango,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-38309,BEV|Happy Planet|Blackberry,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-39281,BEV|Happy Planet|Coconut Pinea,FT BEVERAGES,Green,False,False,True,0.4306,0.0027,0.00071,0.0,0.0,43.06,0.27,0.0,0.0,0.07
R-58276,BEV|Happy Planet|Extreme 'C',FT BEVERAGES,Green,False,False,True,0.3942,0.0027,0.00042,0.04,1.35,39.42,0.27,4.0,135.0,0.04
R-38607,BEV|Happy Planet|Extreme Energ,FT BEVERAGES,Green,False,False,True,0.3942,0.0027,0.00042,0.04,1.35,39.42,0.27,4.0,135.0,0.04
R-37537,BEV|Happy Planet|Extreme Green,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-38603,BEV|Happy Planet|Mango Passion,FT BEVERAGES,Green,False,False,True,0.4306,0.0027,0.00071,0.0,0.0,43.06,0.27,0.0,0.0,0.07
R-37833,BEV|Happy Planet|Raspberry,FT BEVERAGES,Green,False,False,True,1.6547,0.0027,0.0007,0.4,16.25,165.47,0.27,40.0,1625.0,0.07
R-22296,BEV|Hot Apple Cider|Package,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-49312,BEV|Hot Chocolate|Package,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-34518,BEV|Ice Tea|Gold Peak|Lemon,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-38376,BEV|Ice Tea|Gold Peak|Raspberr,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-38190,BEV|Ice Tea|Gold Peak|Unsweet,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-38593,BEV|Ice Tea|Nestea|Green|500ml,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.47,0.47,0.0,0.0,0.1,0.1,0.0
R-37560,BEV|Ice Tea|Nestea|Half|500ml,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.1,0.1,0.0
R-38151,BEV|Ice Tea|Nestea|Lemon|500ml,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.1,0.1,0.0
R-38903,BEV|Ice Tea|Nestea|Zero|500ml,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.1,0.1,0.0
R-22871,BEV|Ice Tea|Steaz|Asst,FT BEVERAGES,Green,False,False,True,117.400965,0.191565,0.049665,28.96,1152.93,28.85,0.05,7.12,283.33,0.01
R-38887,BEV|Ice Tea|Steaz|Blueberry ,FT BEVERAGES,Green,False,False,True,782.6731,1.2771,0.3311,190.86,7683.93,165.47,0.27,40.35,1624.51,0.07
R-40501,BEV|Ice Tea|Steaz|Coconut,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-53025,BEV|Ice Tea|Steaz|Goji ,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.47,0.47,0.0,0.0,0.1,0.1,0.0
R-58247,BEV|Ice Tea|Steaz|Half & Half,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.47,0.47,0.0,0.0,0.1,0.1,0.0
R-39229,BEV|Ice Tea|Steaz|Lemon Unswee,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.47,0.47,0.0,0.0,0.1,0.1,0.0
R-39812,BEV|Ice Tea|Steaz|Peach,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.47,0.47,0.0,0.0,0.1,0.1,0.0
R-38655,BEV|Ice Tea|Steaz|Raspberry,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.47,0.47,0.0,0.0,0.1,0.1,0.0
R-56320,BEV|Iced Coffee|Tim's|Double,FT BEVERAGES,Yellow,False,True,False,951.863100000005,3.83940000000002,0.8745299999999809,3.84,4170.61,401.63,1.62,1.62,1759.75,0.37
R-22765,BEV|Juice|Bulk 12oz,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.36,0.36,0.0,0.0,0.1,0.1,0.0
R-22863,BEV|Juice|Bulk 12oz|To Go,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.36,0.36,0.0,0.0,0.1,0.1,0.0
R-38339,BEV|Juice|MM|Apple|355ml,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.36,0.36,0.0,0.0,0.1,0.1,0.0
R-38204,BEV|Juice|MM|Cranberry 355ml,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.36,0.36,0.0,0.0,0.1,0.1,0.0
R-38822,BEV|Juice|MM|Five Alive|355ml,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.36,0.36,0.0,0.0,0.1,0.1,0.0
R-38197,BEV|Juice|MM|Grapefruit|355ml,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.36,0.36,0.0,0.0,0.1,0.1,0.0
R-38340,BEV|Juice|MM|Lemonade|355ml,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.36,0.36,0.0,0.0,0.1,0.1,0.0
R-38338,BEV|Juice|MM|Orange|355ml,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.36,0.36,0.0,0.0,0.1,0.1,0.0
R-38148,BEV|Juice|Simply Apple,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-38141,BEV|Juice|Simply|Lemonade,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-38142,BEV|Juice|Simply|Orange,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-41896,BEV|Juice|Simply|Peach 340ml,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-64374,BEV|KARMA - APPLE,FT BEVERAGES,Green,False,False,True,0.3581,0.0027,0.00061,0.11,1.02,35.81,0.27,11.0,102.0,0.06
R-64372,BEV|KARMA - PEACH,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-64373,BEV|KARMA - PEAR,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-64764,BEV|KARMA |CHERRY,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-64763,BEV|KARMA|BERRY,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-32115,BEV|Kombucha|Asst,FT BEVERAGES,Green,False,False,True,0.1019646,0.0026307,0.00010656,0.0,0.01,10.21,0.26,0.0,1.0,0.01
R-40511,BEV|Kombucha|Cherry,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-40514,BEV|Kombucha|Pear,FT BEVERAGES,Green,False,False,True,0.3062,0.0079,0.00032,0.01,0.04,30.62,0.79,1.0,4.0,0.03
R-40513,BEV|Kombucha|Traditional,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-53132,BEV|Milk-To-Go|1%,FT BEVERAGES,Yellow,False,True,False,1055.9749498618835,9.2708215083059,0.969652249593172,93.32,4624.25,223.25,1.96,19.73,977.64,0.2
R-40503,BEV|Milk-To-Go|1%.,FT BEVERAGES,Yellow,False,True,False,1055.9749498618835,9.2708215083059,0.969652249593172,93.32,4624.25,223.25,1.96,19.73,977.64,0.2
R-42483,BEV|Milk-To-Go|2%,FT BEVERAGES,Yellow,False,True,False,2.2325,0.0196,0.0020499999999999,0.2,9.78,223.25,1.96,20.0,978.0,0.2
R-22301,BEV|Milk-To-Go|Asst,FT BEVERAGES,Yellow,False,True,False,176.7805125,1.552026,0.162329249999992,15.62,774.14,223.25,1.96,19.73,977.63,0.2
R-40904,BEV|Milk-To-Go|Banana,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.0
R-40504,BEV|Milk-To-Go|Chillin' Choco,FT BEVERAGES,Yellow,False,True,False,1055.9725,9.2708,0.9696499999999528,93.32,4624.24,223.25,1.96,19.73,977.64,0.2
R-52289,BEV|Milk-To-Go|Choc Low Sugar,FT BEVERAGES,Yellow,False,True,False,2.2325,0.0196,0.0020499999999999,0.2,9.78,223.25,1.96,20.0,978.0,0.2
R-52811,BEV|Milk-To-Go|Chocolate,FT BEVERAGES,Yellow,False,True,False,1055.9725,9.2708,0.9696499999999528,93.32,4624.24,223.25,1.96,19.73,977.64,0.2
R-40534,BEV|Milk-To-Go|Chocolate.,FT BEVERAGES,Yellow,False,True,False,1055.9725,9.2708,0.9696499999999528,93.32,4624.24,223.25,1.96,19.73,977.64,0.2
R-40499,BEV|Milk-To-Go|Iced Coffee,FT BEVERAGES,Yellow,False,True,False,2.2325,0.0196,0.0020499999999999,0.2,9.78,223.25,1.96,20.0,978.0,0.2
R-22299,BEV|Milk|237ml|2%,FT BEVERAGES,Yellow,False,True,False,591.6132690972498,5.194006752208779,0.5432507062258916,52.28,2590.75,223.25,1.96,19.73,977.64,0.2
R-20389,BEV|Milk|237ml|Chocolate,FT BEVERAGES,Yellow,False,True,False,558.125,4.9,0.512499999999975,49.32,2444.1,223.25,1.96,19.73,977.64,0.2
R-38174,BEV|Milk|473 ml|2%,FT BEVERAGES,Yellow,False,True,False,1031.4160314160313,9.055209055209057,0.9471009471009008,91.15,4516.7,223.25,1.96,19.73,977.64,0.2
R-49813,BEV|Milk|473 ml|Chocolate,FT BEVERAGES,Yellow,False,True,False,2.2325,0.0196,0.0020499999999999,0.2,9.78,223.25,1.96,20.0,978.0,0.2
R-61299,BEV|Milk|Almond Breeze|Choco,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-61300,BEV|Milk|Almond Breeze|Vanilla,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-22289,BEV|Milk|Almond|Asst,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-55558,BEV|Milk|Almond|Chocolate,FT BEVERAGES,Yellow,False,True,False,175.52499999999998,0.7625,0.125,113.96,8085.27,70.21,0.3,45.58,3234.11,0.05
R-53986,BEV|Milk|Almond|Silk,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-13192,BEV|Milk|Bulk|Chocolate 12oz,FT BEVERAGES,Yellow,False,True,False,792.274065,6.955687200000001,0.7275080999999646,70.02,3469.47,223.25,1.96,19.73,977.64,0.2
R-13191,BEV|Milk|Bulk|White 12oz,FT BEVERAGES,Yellow,False,True,False,803.6999999999999,7.056000000000001,0.737999999999964,71.03,3519.5,223.25,1.96,19.73,977.64,0.2
R-55606,BEV|Milk|Oat|Chocolate,FT BEVERAGES,Green,False,False,True,0.9943,0.00068,0.00077,0.07,2.45,99.43,0.07,7.0,245.0,0.08
R-55584,BEV|Milk|Oat|Original,FT BEVERAGES,Yellow,False,True,False,2.3017,0.00675,0.00694,0.67,24.46,230.17,0.68,67.0,2446.0,0.69
R-22965,BEV|Milk|Rice|Asst,FT BEVERAGES,Green,False,False,True,2.5345,0.0053,0.00217,1.57,4.63,253.45,0.53,157.0,463.0,0.22
R-40493,BEV|Milk|Rice|Chocolate,FT BEVERAGES,Green,False,False,True,2.5345,0.0053,0.00217,1.57,4.63,253.45,0.53,157.0,463.0,0.22
R-21285,BEV|Milk|Soy|Original,FT BEVERAGES,Green,False,False,True,0.489,0.0023699999999999,0.00078,0.0,0.01,48.9,0.24,0.0,1.0,0.08
R-64856,BEV|OASIS - APPLE,FT BEVERAGES,Green,False,False,True,0.3581,0.0027,0.00061,0.11,1.02,35.81,0.27,11.0,102.0,0.06
R-64855,BEV|OASIS - ORANGE,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-25329,BEV|Pop|1 liter|Asst,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.0
R-22772,BEV|Pop|Bulk 12oz,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.36,0.36,0.0,0.0,0.1,0.1,0.0
R-22862,BEV|Pop|Bulk 12oz|To Go,FT BEVERAGES,Green,False,False,True,10.4187,0.13128,0.0136199999999999,0.47,0.82,2.88,0.04,0.13,0.23,0.0
R-63534,BEV|POP|COKE BLKBERRY DIET,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-63533,BEV|POP|COKE DIET VANILLA  EX,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-39125,BEV|Pop|Coke Diet|500ml,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.1,0.1,0.0
R-63532,BEV|POP|COKE ZERO  CHERRY ,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-38897,BEV|Pop|Coke Zero|500ml,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.1,0.1,0.0
R-54354,BEV|Pop|Coke Zero|Can 355ml,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-52748,BEV|Pop|Fresca|500ml,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.1,0.1,0.0
R-47465,BEV|Powerade|Fruit Punch|710ml,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-53024,BEV|Powerade|Grape Zero|710ml,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.59,0.59,0.0,0.0,0.1,0.1,0.0
R-48464,BEV|Powerade|Grape|710ml,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.59,0.59,0.0,0.0,0.1,0.1,0.0
R-47461,BEV|Powerade|Mix Berry|710ml,FT BEVERAGES,Red,True,False,False,9.3703,0.00675,0.031,0.02,0.22,937.03,0.68,2.0,22.0,3.1
R-63647,BEV|TEA COLD CHAI LATTE,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.0
R-63648,BEV|TEA COLD TWO BEARS MATCHA,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.0
R-23632,BEV|Tea|Hot|Asst,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.0
R-55619,BEV|Tribe Cider|Blackberry,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-55618,BEV|Tribe Cider|Peach,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-55608,BEV|Tribe Cider|Tropical Blend,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
