ItemId,CategoryID,Description,CaseQty,CaseUOM,PakQty,PakUOM,InventoryGroup
I-52622,,OAT BARISTA G/FREE ,12.000,ea,0.946,L,DAIRY
I-45691,,RISE Ginger 414 ml,12.000,ea,1.000,ea,BEVERAGE
I-44101,,RISE Kombucha Bby Maple 414ml,12.000,ea,1.000,ea,BEVERAGE
I-55627,,TONICA BLUEBERRY 355ML,12.000,each,1.000,each,BEVERAGE
I-55632,,TONICA GOJI GRAPEFR 355ML,12.000,each,1.000,each,BEVERAGE
I-55629,,TONICA GREEN TEA 355 ML,12.000,each,1.000,each,BEVERAGE
I-55630,,TONICA MANGO 355ML,12.000,each,1.000,each,BEVERAGE
I-55631,,TONICA ORIGINAL 355ML,12.000,each,1.000,each,BEVERAGE
I-52119,,WILD TEA Kombucha Cola,24.000,ea,1.000,ea,BEVERAGE
I-52121,,WILD TEA Kombucha Cream Soda,24.000,ea,1.000,ea,BEVERAGE
I-52118,,WILD TEA Kombucha Orange,24.000,ea,1.000,ea,BEVERAGE
I-52120,,WILD TEA Kombucha Rootbeer,24.000,ea,1.000,ea,BEVERAGE
