ItemId,CategoryID,Description,CaseQty,CaseUOM,PakQty,PakUOM,InventoryGroup
I-58514,,3M SCOTCH TAPE,12.0,piece,1.0,piece,MERCHANDISE
6,,5 REACT MINT GUM ,10.0,ea,1.0,ea,ZDONT USE CANDY - GUM & MINTS
I-39855,,5-PEPPERMINT,1.0,each,1.0,each,MM CANDY Gum & Mints
I-2347,,"6""X6"" HAMBURGER CLAMSHELL",400.0,CT,1.0,CT,DISPOSABLES
I-58513,,ADVIL LIQUID GELS,1.0,box,1.0,box,MERCHANDISE
I-57481,,AHA WATER SP BLUEB POM PET ,24.0,each,1.0,each,BEVERAGE
I-40957,,ALMOND SLICED BLANCHED,5.0,Kg,1000.0,g,FOOD - GROCERY
I-58542,,ALOE HAND SOAP,6.0,each,1.0,each,MERCHANDISE
I-20095,,ALWAYS INFINITY REG W. WINGS,1.0,ea,1.0,ea,MM MERCH HBA
I-58516,,ALWAYS OVERNIGHT,1.0,each,1.0,ea,MERCHANDISE
I-48416,,AMY Enchilada Whole meal,12.0,ea,1.0,ea,MM Frozen HMR
I-48418,,AMY Pocket Veg Pie,12.0,ea,1.0,ea,MM Frozen HMR
I-58570,,AMY'S RFRD BEANS OR,12.0,can,1.0,can,FOOD - GROCERY
I-58040,,AMYS BEAN&RICE BURRIT,12.0,ea,1.0,ea,FOOD - GROCERY
I-55536,,AMYS BOWL MUSH RISOT,12.0,ea,1.0,ea,FOOD - GROCERY
I-58038,,AMYS MAC&CHEESE,12.0,box,1.0,box,FOOD - GROCERY
I-36391,,ANNAS Soup Minestrone,6.0,each,1.0,each,MM Grocery Soup
I-58565,,ANNIE'S M & CHEESE,12.0,box,1.0,box,FOOD - GROCERY
I-58722,,APPLE LIGHTERING CABLE 3FT,1.0,each,1.0,each,MERCHANDISE
I-58460,,ARM&HAMMER BAKING SODA,24.0,box,1.0,bottle,FOOD - GROCERY
I-36255,,ASIAN FAMILY Soy Sauce Dark,12.0,ea,1.0,ea,MM Grocery Ethnic
I-58724,,AUXILIARY CABLE,1.0,each,1.0,each,MERCHANDISE
I-58518,,AXE SHOW GEL,1.0,each,1.0,ea,MERCHANDISE
I-58566,,BACON 375G,1.0,bag,1.0,bag,FOOD - GROCERY
I-58519,,BANDAID FABRIC,1.0,each,1.0,ea,MERCHANDISE
I-58520,,BANDAID PLASTIC,1.0,each,1.0,ea,MERCHANDISE
I-61194,,BAR SOLO-FRUIT&NUTS SUPERFOOD,6.0,BAR,1.0,BAR,CANDIES SNACKS
I-58461,,BARI SPAGETTI G/F 340G,12.0,bag,1.0,bag,FOOD - GROCERY
I-45890,,BB Crest Scope 2Pack,1.0,ea,1.0,ea,MM MERCH HBA
I-45896,,BB Dial Body Wash,1.0,ea,1.0,ea,MM MERCH HBA
I-45893,,BB DOVE Mens Deodorant,1.0,ea,1.0,ea,MM MERCH HBA
I-55479,,BB OLAY BODY LOTION,1.0,ea,1.0,ea,MM MERCH HBA
I-55532,,BB PANTENE 2IN1,1.0,ea,1.0,ea,MM MERCH HBA
I-45888,,BB Schick Slim Men,1.0,ea,1.0,ea,MM MERCH HBA
I-45925,,BB Tampax Pocket ,1.0,ea,1.0,ea,MM MERCH HBA
I-45891,,BB Tresemme Shampoo,1.0,ea,1.0,ea,MM MERCH HBA
I-45897,,BB Tylenol Regular,1.0,ea,1.0,ea,MM MERCH OTC
I-1899,,BEEF JERKY HOT N' SWEET 80G,1.0,ea,1.0,CT,MM Snack Jerky
I-16352,,BEEF JERKY HOT TERIYAKI 80G,1.0,CT,1.0,CT,"JERKY, PEPPERONI"
I-1904,,BEEF JERKY ORIGINAL 80G,1.0,ea,1.0,CT,MM Snack Jerky
I-57175,,BF|Cheesecake Blueberry Mango,6.0,each,1.0,each,PRODUCTION FOOD
I-58521,,BIC DISP SHAVERS,1.0,each,1.0,ea,MERCHANDISE
49,,BIC MINI DISP LIGHTER,50.0,ea,1.0,ea,ZDONT USE MERCHANDISE
I-58502,,BICKS DILL BABY,12.0,jar,1.0,jar,FOOD - GROCERY
I-59922,,BLUE DIA ALMOND THINKS 120GM,12.0,ea,1.0,ea,CANDIES SNACKS
I-58728,,BOB'S CORN GRITS,4.0,bag,1.0,bag,FOOD - GROCERY
I-59534,,BOB'S FLOUR COCONUT 453G,4.0,bag,1.0,bag,FOOD - GROCERY
