ItemId,CategoryID,Description,CaseQty,CaseUOM,PakQty,PakUOM,InventoryGroup
I-2352,,"9""X6"" 1-COMPARTMENT CLAMSHELL",200.0,CT,1.0,CT,DISPOSABLES
I-13970,,ALMOND ORIG TETRA 250ML,24.0,ea,1.0,ea,BEVERAGE
I-62928,,BAGEL EVERYTHING*SLCD,12.0,pak,6.0,ea,BREAD
I-19178,,BAGEL PLAIN G/FREE FZN (S0),6.0,bag,5.0,CT,BREAD
I-19639,,BAR CHOCOLATE DARK 80%,12.0,ea,1.0,ea,CANDIES SNACKS
I-36353,,BAR GRANOLA MINI APPLE CINN,30.0,ea,1.0,ea,CANDIES SNACKS
I-19641,,BAR GRANOLA PUMPKIN,6.0,box,6.0,ea,CANDIES SNACKS
I-19640,,BAR GRANOLA SUNNY HEMP,6.0,box,6.0,ea,CANDIES SNACKS
I-3140,,BASE SOUP*VEG LOW SOD/GF,4.5,Kg,1.0,Kg,FOOD - GROCERY
I-4519,,BEANS GREEN WHOLE IQF,6.0,bag,1.5,bag,PRODUCE
I-19611,,BEANS UBC,1.0,lb,1.0,lb,PRODUCE
I-51331,,BEAR NAKED Fruit & Nut,6.0,ea,1.0,ea,FOOD - GROCERY
I-1905,,BEEF JERKY PEPPERED 80G,1.0,ea,1.0,CT,MM Snack Jerky
I-13636,,BEEF SHORT RIB,1.0,Kg,1.0,Kg,MEAT
I-13409,,BEETS PEELED BC,25.0,lb,1.0,lb,PRODUCE
I-62929,,BREAD LOAF*PANINI M/GRAIN 5/8 ,10.0,LOAF,1.0,LOAF,BREAD
I-13790,,BROWNIE GF CHOC 3X3 WRAPPED,12.0,CT,1.0,CT,BAKED GOODS
I-38809,,BS- Cookies Halloween,6.0,ea,1.0,ea,PRODUCTION FOOD
I-1051,,CAKE GERMAN*CHOC 12X16IN,2.0,SHEET,1.0,SHEET,BAKED GOODS
I-64919,,CAKE LAVA EACH,12.0,each,1.0,each,BAKED GOODS
I-16007,,CAKE SHEET CARROT COUNTRY,2.0,SHEET,1.0,SHEET,BAKED GOODS
I-34313,,CAKE SHEET TRUFFLE CHOCO SLAB,1.0,ea,1.0,cs,BAKED GOODS
I-10871,,CARROTS JUMBO 5lB,5.0,lb,1.0,lb,PRODUCE
I-11144,,CHARD TOTE UBC,10.0,lb,1.0,lb,PRODUCE
I-2113,,CHEESE CHED OLD WHT,2.0,bag,2.27,Kg,DAIRY
I-2137,,CHEESE MOZZA P/S 17% BLOCK,8.0,BLOCK,2.3,Kg,DAIRY
I-32271,,CHEESE PROVLNE SLICE NON-DAIRY,132.0,each,1.0,slice,DAIRY
I-31549,,CHEESECAKE RASP GREEK YOG ,28.0,slice,1.0,slice,BAKED GOODS
I-1253,,CIABATTA 3.5X6 ,8.0,CT,1.0,CT,BREAD
I-62866,,CK|G&G|Pot|Crudite w/Ranch.,1.0,ea,1.0,ea,PRODUCTION FOOD
