IngredientId,Qty,Uom,Conversion,InvFactor,Recipe,Description
I-63679,1.0,ea,1.0,1.0,R-64154,BUTTERHORNS EACH
I-1250,1.0,CT,1.0,1.0,R-64155,PRETZEL PIZZA EACH
I-64302,1.0,ea,1.0,1.0,R-64406,TART FRUIT FRESH EACH
I-8856,6.0,ea,1.0,1.0,R-64671,PORK SUI MAI
I-60505,1.0,CT,1.0,1.0,R-64723,BAR PEANUT BUTTER GF/VEGAN
I-64847,1.0,each,1.0,1.0,R-64976,JUICE APPLE OASIS 300ML
I-63089,1.0,ea,1.0,1.0,R-65528,WATER SMART SPORT 700ML
I-2959,1.0,ea,1.0,1.0,R-65541,CHIP BANANA PACKAGED
I-52112,1.0,bag,1.0,1.0,R-65543,DDP MANGO THAILAND 80g
I-1077,1.0,slice,1.0,1.0,R-65747,CHEESECAKE VERY BERRY G/FREE 
I-65628,1.0,ea,1.0,1.0,R-65757,BAR BUDDHA KETO 3 CHOCO
I-65627,1.0,ea,1.0,1.0,R-65758,BAR BUDDHA CHOCO CHIP
I-65626,1.0,ea,1.0,1.0,R-65759,BAR BUDDHA CACAO COCONUT
I-62849,1.0,ea,1.0,1.0,R-65809,CK|BS|Muffin|Seasonal|6ea.
I-37133,1.0,ea,1.0,1.0,R-65810,G&G|Sand|Egg Salad
I-66292,1.0,bottle,1.0,1.0,R-67348,STARLIGHT ZERO SOFT DRINK
I-64877,1.0,ea,1.0,1.0,R-68698,TMRW SAUSAGE BREAKFAST PATTY
I-68700,0.5,each,1.0,1.0,R-68698,EGG CKD*FOLDED  VEGAN FRZ
I-68718,1.0,each,1.0,1.0,R-68698,BUN HAMBURGER WW VEGAN 85GR
I-69988,1.0,each,1.0,1.0,R-69994,BURGER VEG*BLACK BEAN SPICY
