IngredientId,Qty,Uom,Conversion,InvFactor,Recipe,Description
I-54838,1,ea,1,1,R-55088,Valentine GF Sandwich Cookies
I-64919,1,each,1,1,R-55145,CAKE LAVA EACH
I-17622,2,ea,1,1,R-55269,WAFFLES BLUBRRY - GF/WF
I-54298,1,BAR,1,1,R-55274,BAR SOLO-CHOC BROWNIE
I-52126,1,ea,1,1,R-55425,KIND Chia Apple Mango
I-3912,1,CT,1,1,R-55703,BURGER VEGGIE  44CT FZN
I-1253,1,CT,1,1,R-55975,CIABATTA 3.5X6 
I-32271,1,slice,1,1,R-55975,CHEESE PROVLNE SLICE NON-DAIRY
I-54757,1,each,1,1,R-55996,LAMON CAFE ALMOND
I-55631,1,each,1,1,R-55997,TONICA ORIGINAL 355ML
I-13967,1,340ML,1,1,R-56000,JUICE LEMONADE SIMPLY RASPBERY
I-54761,1,each,1,1,R-56001,LAMON CHOC CRANBERRY
I-54755,1,each,1,1,R-56002,LAMON CHOC RAISINS
I-54759,1,each,1,1,R-56003,LAMON CHOC PISTACHIO
I-55630,1,each,1,1,R-56004,TONICA MANGO 355ML
I-45691,1,ea,1,1,R-56005,RISE Ginger 414 ml
I-42899,1,ea,1,1,R-56007,SNACK MAPLE PRALINE ALMONDS
I-44101,1,ea,1,1,R-56008,RISE Kombucha Bby Maple 414ml
I-55632,1,each,1,1,R-56009,TONICA GOJI GRAPEFR 355ML
I-54756,1,each,1,1,R-56010,LAMON CHOC ALMOND
I-54758,1,each,1,1,R-56011,LAMON CHOC COCON ALMOND
I-43988,1,ea,1,1,R-56012,NATURE VALLEY Trail Fruit Nut
I-41252,1,ea,1,1,R-56014,HUNTS Pudding Vanilla
I-52118,1,ea,1,1,R-56026,WILD TEA Kombucha Orange
I-55629,1,each,1,1,R-56027,TONICA GREEN TEA 355 ML
I-43973,1,ea,1,1,R-56030,DOLE FruitPud Mango
I-49871,1,ea,1,1,R-56031,NORA Seaweed Snack Temp Orig
I-54482,1,each,1,1,R-56034,MORIYAMA MATCHA LATTE
I-54483,1,each,1,1,R-56035,MORIYAMMA TEA LATTE
I-54484,1,each,1,1,R-56036,MORIYAMA COFFEE LATTE
I-55627,1,each,1,1,R-56040,TONICA BLUEBERRY 355ML
I-41251,1,ea,1,1,R-56041,HUNTS PUDDING CHOCOLATE 
I-56025,1,each,1,1,R-56073,AHA WATER SP WATERMLN LIME PET
I-48660,0.78,ea,1,1,R-56091,"PIZZA 6"" Pepperoni"
I-53226,0.22,ea,1,1,R-56091,"PIZZA 6"" Three Cheese"
I-52119,1,ea,1,1,R-56106,WILD TEA Kombucha Cola
I-47310,1,ea,1,1,R-56124,WATER VITAMIN ZERO SQUEEZED
I-57484,1,each,1,1,R-56127,AHA WATER SP PEACH HONEY PET  
I-43986,1,ea,1,1,R-56303,KELLOGGS Fun Pack Cereal
I-21728,1,ea,1,1,R-56305,CLOVERLEAF TRAD HUMMUS SNACKS
I-57481,1,each,1,1,R-56308,AHA WATER SP BLUEB POM PET 
I-51331,1,ea,1,1,R-56311,BEAR NAKED Fruit & Nut
I-52121,1,ea,1,1,R-56313,WILD TEA Kombucha Cream Soda
I-16352,1,CT,1,1,R-56318,BEEF JERKY HOT TERIYAKI 80G
I-1905,1,CT,1,1,R-56331,BEEF JERKY PEPPERED 80G
I-68718,1,each,1,1,R-56493,BUN HAMBURGER WW VEGAN 85GR
I-52120,1,ea,1,1,R-56512,WILD TEA Kombucha Rootbeer
I-37124,1,ea,1,1,R-58209,G&G|HMR|Chickpea Curry
I-62863,1,ea,1,1,R-58211,CK|G&G|HMR|Meat Ball & Pasta.
I-57538,1,each,1,1,R-58276,SMOOTHIE EXTREME C FRUIT
I-42103,1,ea,1,1,R-60972,VALENTINE COOKIES GINGER BEAR
I-61294,1,CT,1,1,R-61300,ALMOND BREEZE VAN UNSWT 240 ML
I-61329,1,bottle,1,1,R-62931,COKE VAN 500ML
I-61295,1,CT,1,1,R-62932,ALMOND BREEZE CHOC 240 ML
I-52638,1,ea,1,1,R-62934,OAT CHOC*DRINK 250ML
I-55552,1,ea,1,1,R-62935,OAT VANILLA DRINK 250ML
I-63749,1,414ML,1,1,R-62981,CORE POWER CHOC ELITE
I-63547,1,CT,1,1,R-63839,GINGER ALE DIET 500ML
I-63055,1,bottle,1,1,R-63840,COKE DIET BLACKBERRY 500ML
I-63089,1,ea,1,1,R-63841,WATER SMART SPORT 700ML
I-47779,1,ea,1,1,R-63843,WATER SMART 1L 
I-63017,1,ea,1,1,R-63844,WATER SMART ANTIOXID
I-63090,1,ea,1,1,R-63847,WATER SMART ALKALINE
I-5159,1,CT,1,1,R-63853,CALIFORNIA ROLL COMBO 9PC
I-42879,1,each,1,1,R-63862,YERBA MATE UNSWEETENED TERERE
I-61327,1,bottle,1,1,R-64152,COKE DIET XTRA TOAST VAN 500ML
I-64234,1,414ML,1,1,R-64333,CORE POWER BANANA 414ML
I-63683,1,ea,1,1,R-64334,BISCUITS HAM&CHEESE EA
I-63690,1,ea,1,1,R-64335,SAUSAGE ROLL EACH
I-63698,3,ea,1,1,R-64336,GOUDA BOMBS EACH
I-63681,1,ea,1,1,R-64337,COPENHAGEN EACH
I-63679,1,ea,1,1,R-64386,BUTTERHORNS EACH
I-63680,1,ea,1,1,R-64387,POPPYHORNS
I-64328,1,each,1,1,R-64449,SODA KARMA PEAR
I-64326,1,each,1,1,R-64450,SODA KARMA APPLE
I-64479,1,each,1,1,R-64747,SODA KARMA BERRY
I-64480,1,each,1,1,R-64749,SODA KARMA CHERRY
I-64327,1,each,1,1,R-64750,SODA KARMA PEACH
I-62890,1,ea,1,1,R-65467,CK|G&G|Pot|Seasonal Fruit.
I-62999,1,ea,1,1,R-65524,BROWNIE GF BELGIAN 
I-48619,1,ea,1,1,R-65752,VALENTINE CAKE COCO HEART 
I-1043,15,each,1,1,R-65760,BROWNIE TWO*BITE BULK 
I-66030,1,CT,1,1,R-66133,CK|Pot|Mango Pudding 6ea
I-55664,1,each,1,1,R-66134,EASTER|Pot|Chia Pudding Lemon
I-49928,1,ea,1,1,R-66175,COOKIES-Easter Egg
I-64921,1,each,1,1,R-66176,CUPCAKE COCONUT GF VEGAN
I-61332,1,ea,1,1,R-66178,"TART LEMON CURD 4"""
I-64917,1,each,1,1,R-67199,COOKIE SANDWICH RASP GF
I-63977,1,ea,1,1,R-67343,CK|G&G|Pot|Chia Seasonal 
I-62929,0.15,LOAF,1,1,R-69678,BREAD LOAF*PANINI M/GRAIN 5/8 
I-63697,1,ea,1,1,R-70292,BAGEL MULTIGRAIN 4OZ
I-29388,2,CT,1,1,R-70822,TORTILLA FLOUR 4.5 IN
