ItemId,CategoryID,Description,CaseQty,CaseUOM,PakQty,PakUOM,InventoryGroup
I-2352,61,"9""X6"" 1-COMPARTMENT CLAMSHELL",200.0,CT,1.0,CT,DISPOSABLES
I-13970,26,ALMOND ORIG TETRA 250ML,24.0,ea,1.0,ea,BEVERAGE
I-62928,24,BAGEL EVERYTHING*SLCD,12.0,pak,6.0,ea,BREAD
I-19178,24,BAGEL PLAIN G/FREE FZN (S0),6.0,bag,5.0,CT,BREAD
I-19639,52,BAR CHOCOLATE DARK 80%,12.0,ea,1.0,ea,CANDIES SNACKS
I-36353,23,BAR GRANOLA MINI APPLE CINN,30.0,ea,1.0,ea,CANDIES SNACKS
I-19641,23,BAR GRANOLA PUMPKIN,6.0,box,6.0,ea,CANDIES SNACKS
I-19640,23,BAR GRANOLA SUNNY HEMP,6.0,box,6.0,ea,CANDIES SNACKS
I-3140,40,BASE SOUP*VEG LOW SOD/GF,4.5,Kg,1.0,Kg,FOOD - GROCERY
I-4519,17,BEANS GREEN WHOLE IQF,6.0,bag,1.5,bag,PRODUCE
I-19611,17,BEANS UBC,1.0,lb,1.0,lb,PRODUCE
I-51331,26,BEAR NAKED Fruit & Nut,6.0,ea,1.0,ea,FOOD - GROCERY
I-1905,1,BEEF JERKY PEPPERED 80G,1.0,ea,1.0,CT,MM Snack Jerky
I-13636,1,BEEF SHORT RIB,1.0,Kg,1.0,Kg,MEAT
I-13409,38,BEETS PEELED BC,25.0,lb,1.0,lb,PRODUCE
I-62929,24,BREAD LOAF*PANINI M/GRAIN 5/8 ,10.0,LOAF,1.0,LOAF,BREAD
I-13790,24,BROWNIE GF CHOC 3X3 WRAPPED,12.0,CT,1.0,CT,BAKED GOODS
I-38809,24,BS- Cookies Halloween,6.0,ea,1.0,ea,PRODUCTION FOOD
I-1051,24,CAKE GERMAN*CHOC 12X16IN,2.0,SHEET,1.0,SHEET,BAKED GOODS
I-64919,24,CAKE LAVA EACH,12.0,each,1.0,each,BAKED GOODS
I-16007,24,CAKE SHEET CARROT COUNTRY,2.0,SHEET,1.0,SHEET,BAKED GOODS
I-34313,52,CAKE SHEET TRUFFLE CHOCO SLAB,1.0,ea,1.0,cs,BAKED GOODS
I-10871,38,CARROTS JUMBO 5lB,5.0,lb,1.0,lb,PRODUCE
I-11144,36,CHARD TOTE UBC,10.0,lb,1.0,lb,PRODUCE
I-2113,6,CHEESE CHED OLD WHT,2.0,bag,2.27,Kg,DAIRY
I-2137,6,CHEESE MOZZA P/S 17% BLOCK,8.0,BLOCK,2.3,Kg,DAIRY
I-32271,6,CHEESE PROVLNE SLICE NON-DAIRY,132.0,each,1.0,slice,DAIRY
I-31549,6,CHEESECAKE RASP GREEK YOG ,28.0,slice,1.0,slice,BAKED GOODS
I-1253,24,CIABATTA 3.5X6 ,8.0,CT,1.0,CT,BREAD
I-62866,40,CK|G&G|Pot|Crudite w/Ranch.,1.0,ea,1.0,ea,PRODUCTION FOOD
I-62890,31,CK|G&G|Pot|Seasonal Fruit.,1.0,ea,1.0,ea,PRODUCTION FOOD
I-66030,31,CK|Pot|Mango Pudding 6ea,1.0,ea,6.0,CT,PRODUCTION FOOD
I-21728,17,CLOVERLEAF TRAD HUMMUS SNACKS,12.0,ea,1.0,ea,MM Grocery
I-46311,43,COCONUT CLUSTER PU,1.0,ea,1.0,pak,CANDIES SNACKS
I-31093,55,COKE LIFE 500ML,24.0,500ML,1.0,ea,BEVERAGE
I-61329,55,COKE VAN 500ML,24.0,bottle,1.0,bottle,BEVERAGE
I-4344,36,COLLARDS 24CT,10.0,lb,0.5,CT,PRODUCE
I-64917,24,COOKIE SANDWICH RASP GF,12.0,ea,1.0,each,BAKED GOODS
I-6875,22,CORN WHL*KERNEL FRZN,2.0,bag,1.0,Kg,PRODUCE
I-64921,24,CUPCAKE COCONUT GF VEGAN,12.0,each,1.0,each,BAKED GOODS
I-41642,33,DDP BULK BANANA CHIPS,6356.0,g,1.0,g,"MM Snack Nuts, Fruit, Mixes"
I-43973,31,DOLE FruitPud Mango,6.0,ea,1.0,ea,MM Snack Popcorn & Other
I-55664,26,EASTER|Pot|Chia Pudding Lemon,1.0,each,1.0,each,PRODUCTION FOOD
I-2163,11,EGG PATTY FRIED NATURAL SHAPED,144.0,PTN,1.0,PTN,DAIRY
I-1659,55,FANTA ORANGE 473ML,12.0,473ML,1.0,473ML,BEVERAGE
I-19898,43,FUDGE - CHECKERS 155g,12.0,ea,1.0,ea,FOOD - GROCERY
I-45535,17,G&G|Pot|Bean & Corn ,1.0,ea,1.0,each,PRODUCTION FOOD
I-16187,58,GOJOOCHANG,14.0,Kg,1.0,Kg,FOOD - GROCERY
I-4981,54,HERB BASIL FRESH,1.0,pak,8.0,oz,PRODUCE
I-10280,54,HERB PARSLEY UBC,1.0,lb,16.0,oz,PRODUCE
I-41251,52,HUNTS PUDDING CHOCOLATE ,12.0,ea,1.0,ea,MM Snack Popcorn & Other
I-41252,43,HUNTS Pudding Vanilla,12.0,ea,1.0,ea,FOOD - GROCERY
I-49562,55,ICE TEA GOLD PEAK GRN PEACH,12.0,ea,1.0,ea,BEVERAGE
I-49642,55,JUICE COLD PRESS BIG BANG ,6.0,ea,1.0,ea,BEVERAGE
I-49643,55,JUICE COLD PRESS HIGH ACHIEV,6.0,ea,1.0,ea,BEVERAGE
I-49644,55,JUICE COLD PRESS MORNING GLORY,6.0,ea,1.0,ea,BEVERAGE
I-49645,55,JUICE COLD PRESS UNDERCOVER,6.0,ea,1.0,ea,BEVERAGE
I-7702,24,KAMUT,6.0,box,0.908,Kg,FOOD - GROCERY
I-43986,21,KELLOGGS Fun Pack Cereal,15.0,ea,1.0,ea,MM Grocery Cereal
I-8033,2,LAMB STEW BNLS CDN,5.0,Kg,1.0,Kg,MEAT
I-54757,26,LAMON CAFE ALMOND,1.0,each,1.0,each,CANDIES SNACKS
I-54756,52,LAMON CHOC ALMOND,1.0,each,1.0,each,CANDIES SNACKS
I-54758,52,LAMON CHOC COCON ALMOND,1.0,each,1.0,each,CANDIES SNACKS
I-54761,52,LAMON CHOC CRANBERRY,1.0,each,1.0,each,CANDIES SNACKS
I-54759,52,LAMON CHOC PISTACHIO,1.0,each,1.0,each,CANDIES SNACKS
I-54755,52,LAMON CHOC RAISINS,1.0,each,1.0,each,CANDIES SNACKS
I-44105,55,LOOP Beach Bum,6.0,ea,1.0,ea,BEVERAGE
I-52122,55,LOOP King of the Hill,6.0,ea,1.0,ea,BEVERAGE
I-52124,55,LOOP Loco Local,6.0,ea,1.0,ea,BEVERAGE
I-2267,33,MILK 2 GO BANANA 473ML,6.0,CT,1.0,473ML,DAIRY
I-11364,9,MILK SKIM 237ml,1.0,CT,1.0,CT,DAIRY
I-54484,53,MORIYAMA COFFEE LATTE,1.0,each,1.0,each,FOOD - GROCERY
I-54482,7,MORIYAMA MATCHA LATTE,1.0,each,1.0,each,FOOD - GROCERY
I-54483,7,MORIYAMMA TEA LATTE,1.0,each,1.0,each,FOOD - GROCERY
I-43988,26,NATURE VALLEY Trail Fruit Nut,12.0,ea,1.0,ea,FOOD - GROCERY
444,26,NATURE VLY SWEET SALTY MIX NUT,12.0,ea,1.0,ea,ZDONT USE FOOD CEREL/ENERY BAR
I-49871,40,NORA Seaweed Snack Temp Orig,12.0,ea,1.0,ea,FOOD - GROCERY
I-30908,26,NUT ALMOND UNSALTED BULK,11340.0,g,1.0,g,CANDIES SNACKS
I-40968,39,ONIONS FRENCH*FRIED,6.0,bag,680.0,g,FOOD - GROCERY
I-4748,39,"ONIONS RED DICED 3/4 US""",5.0,lb,1.0,lb,PRODUCE
I-17571,14,OYSTER N/SHELL CHEF CREEK OW,1.0,DOZ,1.0,DOZ,SEAFOOD
I-2642,24,PANCAKE BUTTERMILK*4IN,1.0,cs,216.0,CT,FOOD - GROCERY
x128,24,PEPP FARM GOLDFISH ORIGINAL,12.0,ea,1.0,ea,MM Grocery Cookie Cracker
1-,24,PEPP GOLDFISH CHEDDAR,12.0,ea,1.0,ea,MM Grocery Cookie Cracker
I-39693,54,PEPPER SWEET RED RST TFC,6.0,can,2.56,L,FOOD - GROCERY
I-48660,3,"PIZZA 6"" Pepperoni",18.0,ea,1.0,ea,MEAT
I-53226,6,"PIZZA 6"" Three Cheese",18.0,ea,1.0,ea,MEAT
I-3902,3,PORK CUTLET 4Z BRD FZN,40.0,CT,1.0,CT,MEAT
I-46902,55,POWERADE ZERO GRAPE 710ML,12.0,710ml,1.0,710ml,BEVERAGE
I-19899,24,PRETZEL CHOCOLATE CARAMEL,24.0,ea,1.0,ea,BAKED GOODS
I-41235,24,PROTEIN ENRGY BALL CHOC PB,12.0,ea,1.0,ea,FOOD - GROCERY
I-32323,24,PUDDING YORKSHIRE*MINI ,144.0,ea,1.0,ea,BAKED GOODS
I-3487,25,RICE SUSHI*CALROSE,20.0,Kg,1.0,Kg,FOOD - GROCERY
I-1618,50,ROOT BEER*BQ 500ML,24.0,500ML,1.0,500ML,BEVERAGE
I-16198,12,SAL STEELHEAD TRIM OW,1.0,lb,1.0,lb,SEAFOOD
I-12181,56,SALT SEA KOSHER COARSE,2.27,Kg,2.205,lb,FOOD - GROCERY
I-56710,58,SAUCE RED HOT TABASCO,2.0,JUG,1.89,L,FOOD - GROCERY
I-67358,37,SAUCE TOMATO POUCH,6.0,POUCH,2.84,L,FOOD - GROCERY
I-63690,3,SAUSAGE ROLL EACH,1.0,ea,1.0,ea,BAKED GOODS
I-46940,55,SIMPLY Lemonade 340ml,12.0,each,1.0,CT,BEVERAGE
I-57543,31,SMOOTHIE COCONUT & PINEAPPLE,6.0,each,1.0,each,BEVERAGE
I-57540,40,SMOOTHIE EXTREME GREEN,6.0,each,1.0,each,BEVERAGE
I-57541,31,SMOOTHIE MANGO & PASSIONFRUIT,6.0,each,1.0,each,BEVERAGE
I-57542,34,SMOOTHIE RASPBRY CHERRY FRUIT ,6.0,each,1.0,each,BEVERAGE
I-62666,1,SOUP GOODLY BEEF MUSHROOM BARL,5.0,bag,4.0,L,FOOD - GROCERY
I-61482,38,SOUP GOODLY CARROT,5.0,bag,4.0,L,FOOD - GROCERY
I-62665,4,SOUP GOODLY CHICKEN ORZO,5.0,bag,4.0,L,FOOD - GROCERY
I-55667,41,SOUP GOODLY POTATO,5.0,bag,4.0,L,FOOD - GROCERY
I-64023,37,SOUP GOODLY TOMATO COCONUT,5.0,bag,4.0,L,FOOD - GROCERY
I-9381,8,SOUR CREAM*4L,1.0,TUB,4.0,L,DAIRY
I-1732,55,SPRITE 355ML,24.0,355ML,1.0,CT,BEVERAGE
I-13795,55,STEAZ SUPERFRUIT ICED TEAZ,12.0,CT,1.0,CT,BEVERAGE
I-43547,61,"STRAW PPR GIANT NOWRAP WHT 10""",2800.0,ea,1.0,each,DISPOSABLES
I-5024,34,STRAWBERRIES WHOLE IQF,2.0,bag,2.5,Kg,PRODUCE
I-58397,24,STRUDEL PETITE CHERRY,120.0,each,1.0,each,BAKED GOODS
I-65992,24,"TART GF PECAN 4""",12.0,ea,1.0,ea,BAKED GOODS
I-38957,26,"TART PUMPKIN 4"" AUNTIE AUDREY'",12.0,ea,1.0,ea,BAKED GOODS
I-19617,37,TOMATILLO FRESH,1.0,lb,1.0,lb,PRODUCE
I-29388,24,TORTILLA FLOUR 4.5 IN,25.0,DOZ,12.0,CT,BAKED GOODS
I-1149,24,TORTILLA SUNDRIED TOMATO 10IN,12.0,pak,10.0,CT,BAKED GOODS
I-1468,17,VANILLA PASTE 32 OZ COBRA,32.0,fl oz,1.0,fl oz,BAKING-RAW INGREDIENTS
I-6781,1,VEAL BONES KNUCKLE ,1.0,Kg,1.0,Kg,MEAT
I-9662,1,VEAL BONES MARROW,1.0,Kg,1.0,Kg,MEAT
I-60536,52,WAFERS CHOC SEMI SWEET 52%,4.0,pak,2.5,Kg,FOOD - GROCERY
I-17622,24,WAFFLES BLUBRRY - GF/WF,12.0,box,6.0,ea,FOOD - GROCERY
I-45754,55,WATER ACTIVE LEMON LIME ,12.0,450ML,1.0,450ML,BEVERAGE
I-45755,55,WATER ACTIVE ORANGE MANGO,12.0,450ML,1.0,450ML,BEVERAGE
I-45756,55,WATER ACTIVE STRAWB BLK CHERRY,12.0,450ML,1.0,450ML,BEVERAGE
I-43251,55,WATER FRUIT 500ML PINEAPPLE ,12.0,500ML,1.0,bottle,BEVERAGE
