ItemId,CategoryID,Description,CaseQty,CaseUOM,PakQty,PakUOM,InventoryGroup
I-56745,3,BEYOND MEAT CRUMBLE SAUSAGE ,2.000,pak,5.000,lb,MEAT
I-61650,3,BEYOND MEAT SAUSAGE VEG HOT,50.000,each,1.000,ea,MEAT
I-2617,41,HASHBROWN SHRED THIN TFC FZN,6.000,bag,3.000,lb,PRODUCE
I-60809,9,MILK 2% 10L BAGGED,2.000,10LT,10.000,L,DAIRY
I-2252,9,MILK HOMO 4L- JUG,1.000,4L,4.000,L,DAIRY
I-3581,59,PEPPER LEMON TFC,12.000,ea,825.000,g,SPICES
I-54355,58,SAUCE HOISIN ,1.000,5LBS,5.000,lb,FOOD - GROCERY
I-12823,12,COD GREY 4oz LOIN OW,1.000,lb,1.000,lb,SEAFOOD
I-19561,40,EPAZOTE,1000.000,g,1.000,Kg,PRODUCE
I-17610,13,SHRIMPMT MP 250/350 O/WISE,1.000,lb,1.000,lb,SEAFOOD
I-40935,20,TOFU SILKEN,12.000,each,400.000,g,FOOD - GROCERY
I-56726,54,YEAST B12 NUTRITIONAL ,1200.000,g,1.000,g,FOOD - GROCERY
