IngredientId,Qty,Uom,Conversion,InvFactor,Recipe
P-33519,8.000,L,1.00000000,1.0000,P-33520
I-19665,5.000,Kg,1.00000000,1.2500,P-34121
P-18907,15.000,g,1.00000000,3.7500,P-34121
I-4745,11.550,Kg,2.20462000,1.0490,P-34123
I-4550,50.000,lb,1.00000000,1.1364,P-34293
I-3388,2.000,L,1.00000000,0.0108,P-35132
I-4031,23.000,Kg,1.00000000,0.1243,P-35132
I-4657,250.000,g,0.00220462,1.3514,P-35132
P-44901,50.000,g,0.00100000,0.2703,P-35132
P-46865,400.000,g,1.00000000,2.1622,P-35132
P-50676,50.000,g,0.00100000,0.2703,P-35132
P-57370,200.000,g,0.00100000,1.0811,P-35132
P-19175,11.550,Kg,1.00000000,1.0490,P-35258
I-4693,1.000,CT,1.00000000,0.0024,P-35272
I-4593,6.000,CT,1.00000000,1.3333,P-37780
P-18907,50.000,g,1.00000000,11.1111,P-37780
P-7139,88.720,ml,0.00100000,19.7156,P-37780
I-3159,2.000,L,1.00000000,1.0811,P-38637
P-24452,11.550,Kg,2.20462000,1.0490,P-39167
I-4598,23.000,Kg,1.25000000,1.6902,P-41095
I-19610,20.000,g,0.03527399,1.3333,P-41468
I-3312,10.000,g,0.03527399,0.6667,P-41468
I-3660,3.500,Kg,1.00000000,0.2333,P-41468
I-42230,15.000,g,1.00000000,1.0000,P-41468
I-4657,100.000,g,0.00220462,6.6667,P-41468
I-5983,8.000,L,1.00000000,0.5333,P-41468
I-9382,4.000,L,1.00000000,0.2667,P-41468
I-2254,900.000,g,0.00093884,900.0000,P-42012
I-4341,1.000,g,0.01259785,1.0000,P-42012
I-4712,1.000,CT,1.00000000,1.0000,P-42012
I-4795,45.000,g,0.00220462,45.0000,P-42012
I-6026,2.000,g,1.00000000,2.0000,P-42012
P-19175,11.500,Kg,1.00000000,1.0445,P-43440
P-50587,1.000,Kg,1.00000000,1.0000,P-44429
I-4341,90.000,g,0.01259785,1.8000,P-44510
I-3454,19.000,L,1.00000000,1.6667,P-44652
I-4983,1.000,Kg,35.27399000,1.5385,P-44901
I-4699,500.000,g,1.00000000,1.6667,P-44964
I-3425,4.530,Kg,2.20462000,0.5033,P-45011
I-5983,10.000,L,1.00000000,1.1111,P-45011
I-4508,1.000,Kg,2.20462000,2.0000,P-45047
I-4557,21.000,Kg,0.88183000,1.1667,P-45403
I-17159,1.000,Kg,2.20462000,1.1111,P-46507
I-3388,100.000,ml,0.00100000,111.1111,P-46507
P-18907,5.000,g,1.00000000,5.5556,P-46507
I-35791,3.000,Kg,1000.00000000,1.1111,P-46862
I-4709,1.000,CT,1.00000000,0.0128,P-46865
I-2158,12.000,CT,1.00000000,1.3333,P-47324
I-2911,45.000,g,0.00100000,5.0000,P-47324
I-3572,90.000,ml,0.00100000,10.0000,P-47324
I-3642,20.000,g,1.00000000,2.2222,P-47324
I-4745,454.000,g,0.00220462,50.4444,P-47324
I-59287,7.500,Kg,1.00000000,0.8333,P-47324
I-6026,60.000,g,1.00000000,6.6667,P-47324
P-22534,125.000,g,1.00000000,13.8889,P-47324
P-26020,150.000,g,0.00100000,16.6667,P-47324
P-26460,1.000,Kg,1.00000000,0.1111,P-47324
P-50429,90.000,g,1.00000000,1.0000,P-47377
I-3387,1.500,L,1.00000000,1.5000,P-48489
I-4657,1.150,Kg,2.20462000,1.1500,P-48489
I-19665,10.000,Kg,1.00000000,1.5873,P-48870
I-2051,40.000,g,0.00100000,6.3492,P-48870
I-2911,10.000,g,0.00100000,1.5873,P-48870
I-6026,50.000,g,1.00000000,7.9365,P-48870
I-4375,48.000,CT,1.00000000,8.4211,P-48933
I-2305,2.000,Kg,1.00000000,2.0000,P-49002
I-4695,700.000,g,0.00220462,1.5556,P-50429
I-2251,4.000,L,1.00000000,0.9412,P-50464
I-3290,400.000,g,0.00100000,94.1176,P-50464
I-3638,3.000,g,1.00000000,0.7059,P-50464
I-6026,10.000,g,1.00000000,2.3529,P-50464
I-8060,400.000,g,1.00000000,94.1176,P-50464
I-3336,500.000,ml,0.00100000,175.4386,P-50485
I-3348,2.000,L,1.00000000,0.7018,P-50485
I-3519,160.000,ml,0.00100000,56.1404,P-50485
I-3520,40.000,ml,0.00100000,14.0351,P-50485
I-3572,40.000,ml,0.00100000,14.0351,P-50485
I-3640,10.000,ml,0.45987123,3.5088,P-50485
I-4745,100.000,g,0.00220462,35.0877,P-50485
I-6026,5.000,g,1.00000000,1.7544,P-50485
I-43648,4.000,Kg,1.00000000,1.0101,P-50488
I-1820,340.000,ml,0.00100000,124.9082,P-50489
I-1821,10.000,ml,1.00000000,3.6738,P-50489
I-2850,100.000,g,1.00000000,36.7377,P-50489
I-3851,4.500,Kg,1.00000000,1.6532,P-50489
I-4657,30.000,g,0.00220462,11.0213,P-50489
I-4745,225.000,g,0.00220462,82.6598,P-50489
I-4787,150.000,g,0.00220462,55.1065,P-50489
P-18907,30.000,g,1.00000000,11.0213,P-50489
I-5983,1000.000,ml,0.00100000,500.0000,P-50495
I-6820,1000.000,g,0.00100000,500.0000,P-50495
I-4508,200.000,g,0.00220462,1.0526,P-50500
I-4750,25.000,lb,1.00000000,1.0870,P-50547
I-4933,10.000,Kg,2.20462000,1.1111,P-50587
I-4919,454.000,g,0.00220462,1.5133,P-50676
I-12176,1.000,g,0.00100000,0.0100,P-50689
I-3388,10.000,ml,0.00100000,0.1000,P-50689
I-3643,0.500,g,0.00100000,0.0050,P-50689
P-9756,100.000,g,0.00100000,1.0000,P-50689
I-2078,2.000,Kg,1.00000000,1.0000,P-50789
I-3016,3.000,Kg,1.00000000,1.0345,P-50801
I-4971,2.600,Kg,1.00000000,1.3000,P-50802
I-4785,1.000,Kg,2.20462000,0.5669,P-50840
I-3388,20.000,ml,0.00100000,16.6667,P-50860
I-3692,30.000,ml,0.00100000,25.0000,P-50860
P-18907,15.000,g,1.00000000,12.5000,P-50860
P-26020,30.000,g,0.00100000,25.0000,P-50860
P-43440,100.000,g,0.00100000,83.3333,P-50860
P-44429,1.000,Kg,1.00000000,0.8333,P-50860
P-50500,30.000,g,1.00000000,25.0000,P-50860
P-32663,3.000,Kg,1.00000000,1.0000,P-50923
I-17159,1.000,Kg,2.20462000,1.0000,P-50966
I-9832,5.000,Kg,2.20462000,1.1111,P-51222
I-4572,11.450,Kg,2.20462000,1.0905,P-51582
I-15032,1.000,LOAF,1.00000000,0.0278,P-51992
I-4919,1.000,Kg,2.20462000,0.0020,P-52036
I-47399,3.000,Kg,1.00000000,0.6000,P-53126
P-18907,4.000,g,1.00000000,0.8000,P-53126
P-50464,4.000,L,1.00000000,0.8000,P-53126
I-3454,1.000,L,1.00000000,0.0011,P-53735
I-14179,720.000,g,0.00100000,97.8261,P-54664
I-17667,1.040,Kg,1.00000000,0.1413,P-54664
I-2141,160.000,g,0.00100000,21.7391,P-54664
P-26216,2.400,Kg,1.00000000,0.3261,P-54664
P-26226,1.600,L,1.00000000,0.2174,P-54664
P-34123,480.000,g,0.00100000,65.2174,P-54664
P-58359,480.000,g,0.00220462,65.2174,P-54664
P-9767,480.000,g,0.00100000,65.2174,P-54664
I-14179,720.000,g,0.00100000,116.5803,P-54666
I-2141,160.000,g,0.00100000,25.9067,P-54666
I-41921,800.000,g,0.00100000,129.5337,P-54666
P-26216,2.400,Kg,1.00000000,0.3886,P-54666
P-34121,500.000,g,0.00100000,80.9585,P-54666
P-8196,1.600,L,1.00000000,0.2591,P-54666
I-6876,0.250,lb,1.00000000,0.0313,P-54697
I-3388,5.000,ml,0.00100000,0.1000,P-55083
I-4775,65.000,g,0.00220462,1.3000,P-55083
P-18907,5.000,g,1.00000000,0.1000,P-55083
I-3388,5.000,ml,0.00100000,0.1000,P-55084
I-4572,60.000,g,0.00220462,1.2000,P-55084
P-18907,5.000,g,1.00000000,0.1000,P-55084
I-3389,50.000,ml,0.00100000,10.0000,P-55127
P-13933,1.000,L,1.00000000,0.2000,P-55127
P-18907,50.000,g,1.00000000,10.0000,P-55127
P-26020,200.000,g,0.00100000,40.0000,P-55127
P-34123,2.000,Kg,1.00000000,0.4000,P-55127
P-50689,1.000,Kg,1000.00000000,0.2000,P-55127
P-9714,1.500,Kg,1.00000000,0.3000,P-55127
I-3388,1.000,oz,0.02954585,0.1100,P-55438
I-37842,4.540,Kg,1.00000000,0.4994,P-55438
I-5983,20.000,L,1.00000000,2.2002,P-55438
I-6026,1.000,g,1.00000000,0.1100,P-55438
I-3388,300.000,ml,0.00100000,21.7391,P-55515
I-5022,6.300,Kg,1.00000000,0.4565,P-55515
P-18907,50.000,g,1.00000000,3.6232,P-55515
P-26020,400.000,g,0.00100000,28.9855,P-55515
P-58359,9.000,Kg,2.20462000,0.6522,P-55515
P-9745,4.000,Kg,2.20462000,0.2899,P-55515
I-14179,500.000,g,0.00100000,90.0901,P-55516
I-2141,100.000,g,0.00100000,18.0180,P-55516
I-2146,500.000,g,0.00100000,90.0901,P-55516
I-3408,600.000,g,0.00220462,108.1081,P-55516
P-26076,2.250,L,1.00000000,0.4054,P-55516
P-55515,1.600,Kg,1.00000000,0.2883,P-55516
I-2051,5.000,g,0.00100000,3.1250,P-56433
I-2898,60.000,g,0.00100000,37.5000,P-56433
I-3348,500.000,ml,0.00100000,312.5000,P-56433
I-3583,5.000,g,1.00000000,3.1250,P-56433
I-6026,2.000,g,1.00000000,1.2500,P-56433
P-48933,25.000,g,0.00100000,15.6250,P-56433
P-50429,25.000,g,1.00000000,15.6250,P-56433
P-57183,250.000,g,1.00000000,156.2500,P-56433
P-57293,500.000,g,1.00000000,312.5000,P-56433
P-57294,454.000,g,1.00000000,283.7500,P-56433
I-3348,4.000,L,1.00000000,0.8000,P-56455
I-3368,1.000,L,1000.00000000,0.2000,P-56455
I-3348,2.000,L,1.00000000,0.8333,P-56457
I-3449,300.000,g,0.00187500,125.0000,P-56457
I-6443,90.000,ml,0.03381406,37.5000,P-56457
P-24750,20.000,g,0.00100000,8.3333,P-56457
I-3370,250.000,g,0.95015160,125.0000,P-56459
I-3388,750.000,ml,0.00100000,375.0000,P-56459
I-3660,250.000,g,0.00100000,125.0000,P-56459
I-9382,750.000,ml,0.00100000,375.0000,P-56459
P-18907,20.000,g,1.00000000,10.0000,P-56459
I-3658,30.000,g,0.00100000,17.6471,P-56490
I-4007,1.600,Kg,1.00000000,0.9412,P-56490
I-45114,250.000,ml,0.03381406,147.0588,P-56490
I-4796,10.000,g,0.00220462,5.8824,P-56490
I-6443,250.000,ml,0.03381406,147.0588,P-56490
P-26020,20.000,g,0.00100000,11.7647,P-56490
I-1813,20.000,g,0.03278689,0.0351,P-56492
I-3348,80.000,g,0.00094667,0.1404,P-56492
I-3624,2.000,g,0.00100000,0.0035,P-56492
P-18907,3.000,g,1.00000000,0.0053,P-56492
P-41095,50.000,g,0.00100000,0.0877,P-56492
P-43440,25.000,g,0.00100000,0.0439,P-56492
P-50429,5.000,g,1.00000000,0.0088,P-56492
P-53735,30.000,g,1.00000000,0.0526,P-56492
P-56952,340.000,g,0.00100000,0.5965,P-56492
I-14179,720.000,g,0.00100000,150.0000,P-56500
I-2141,80.000,g,0.00100000,16.6667,P-56500
P-53126,1.600,L,1.00000000,0.3333,P-56500
P-55438,2.400,Kg,1.00000000,0.5000,P-56500
I-14179,720.000,g,0.00100000,125.0000,P-56502
I-17593,500.000,g,0.00220462,86.8056,P-56502
I-2141,160.000,g,0.00100000,27.7778,P-56502
P-26216,2.400,Kg,1.00000000,0.4167,P-56502
P-50966,400.000,g,0.00100000,69.4444,P-56502
P-56503,1.600,L,1.00000000,0.2778,P-56502
I-2141,1.300,Kg,1.00000000,0.0650,P-56503
I-2217,13.000,L,1.00000000,0.6500,P-56503
I-2697,4.000,lb,453.59200000,0.2000,P-56503
I-6820,100.000,g,0.00100000,5.0000,P-56503
P-18907,30.000,g,1.00000000,1.5000,P-56503
P-32661,6.000,L,1.00000000,0.3000,P-56503
P-48489,200.000,g,0.00100000,10.0000,P-56503
I-1813,60.000,ml,0.03381406,66.6667,P-56506
I-1820,60.000,ml,0.00100000,66.6667,P-56506
I-2911,2.000,g,0.00100000,2.2222,P-56506
I-3389,60.000,ml,0.00100000,66.6667,P-56506
I-3630,5.000,g,0.03527399,5.5556,P-56506
I-3640,5.000,g,1.00000000,5.5556,P-56506
I-3856,1.000,Kg,1.00000000,1.1111,P-56506
I-6028,50.000,g,0.00100000,55.5556,P-56506
P-26020,20.000,g,0.00100000,22.2222,P-56506
I-4787,4.540,Kg,2.20462000,1.1350,P-56811
I-3690,1.880,Kg,1.00000000,1.0000,P-56952
I-4637,1.000,Kg,2.20462000,1.1111,P-57150
I-6876,454.000,g,0.00220462,1.3758,P-57183
I-4271,1.000,lb,2.49226576,1.2500,P-57213
I-4605,1.000,Kg,2.20462000,0.0017,P-57293
I-17593,1.000,lb,1.00000000,0.0026,P-57294
I-4894,1.000,Kg,2.20462000,1.0000,P-57370
P-19175,11.500,Kg,1.00000000,1.0455,P-57499
P-19175,1.000,Kg,1.00000000,1.0000,P-57639
I-4731,10.000,lb,1.00000000,1.0000,P-58359
P-56490,10.000,Kg,1.00000000,1.1765,P-58450
I-14179,2.500,Kg,1.00000000,0.1420,P-61621
I-2146,1.500,Kg,1.00000000,0.0852,P-61621
I-5022,1.130,Kg,1.00000000,0.0642,P-61621
P-26076,1.000,L,1.00000000,0.0568,P-61621
P-26226,2.840,L,1.00000000,0.1614,P-61621
P-26229,4.500,Kg,2.20462000,0.2557,P-61621
P-47324,4.000,Kg,1.00000000,0.2273,P-61621
P-55127,1.000,Kg,1.00000000,0.0568,P-61621
I-14179,300.000,g,0.00100000,85.7143,P-61658
I-2141,100.000,g,0.00100000,28.5714,P-61658
I-3368,60.000,ml,1.00000000,17.1429,P-61658
P-26216,0.500,Kg,1.00000000,0.1429,P-61658
P-37780,1.500,Kg,1.00000000,0.4286,P-61658
P-46507,250.000,g,0.00100000,71.4286,P-61658
P-50464,1.000,L,1.00000000,0.2857,P-61658
I-3389,150.000,ml,0.00100000,50.0000,P-61756
I-3586,10.000,g,1.00000000,3.3333,P-61756
P-55083,1.000,Kg,1000.00000000,0.3333,P-61756
P-55084,1.000,Kg,1000.00000000,0.3333,P-61756
P-9851,1.000,Kg,1.00000000,0.3333,P-61756
I-11903,100.000,g,0.00100000,50.0000,P-61757
I-2656,50.000,g,0.00100000,25.0000,P-61757
I-3243,50.000,g,0.00220462,25.0000,P-61757
P-26205,100.000,g,0.00100000,50.0000,P-61757
P-33520,500.000,ml,0.00100000,250.0000,P-61757
P-45011,1.000,Kg,1.00000000,0.5000,P-61757
P-50429,20.000,g,1.00000000,10.0000,P-61757
P-56952,300.000,g,0.00100000,150.0000,P-61757
I-3575,1.000,L,1.00000000,1.4286,P-62007
I-1813,500.000,ml,0.03381406,400.0000,P-7139
I-3623,6.000,g,1.00000000,4.8000,P-7139
I-6006,1.000,L,1.00000000,0.8000,P-7139
I-2141,2.000,Kg,1.00000000,0.1053,P-8196
I-2220,15.000,L,1.00000000,0.7895,P-8196
I-3638,5.000,g,1.00000000,0.2632,P-8196
I-3642,5.000,g,1.00000000,0.2632,P-8196
I-3646,15.000,g,1.00000000,0.7895,P-8196
I-6026,150.000,g,1.00000000,7.8947,P-8196
I-6820,750.000,g,0.00100000,39.4737,P-8196
P-26020,500.000,g,0.00100000,26.3158,P-8196
P-39167,2.000,Kg,1.00000000,0.1053,P-8196
I-4589,22.700,Kg,2.20462000,1.1762,P-9713
P-9713,1.000,Kg,1.00000000,1.0000,P-9714
I-17150,50.000,lb,1.00000000,1.0965,P-9745
I-4962,1.000,Kg,2.20462000,1.1111,P-9756
P-18746,1.000,Kg,1.00000000,1.0000,P-9765
P-18746,1.000,Kg,1.00000000,1.0000,P-9767
I-13050,13.000,lb,1.00000000,1.7370,P-9851
I-4521,12.000,lb,1.00000000,1.6034,P-9851
I-1232,2.000,slice,1.00000000,1.0000,R-50491
I-17618,2.000,slice,1.00000000,1.0000,R-50491
I-8060,30.000,g,1.00000000,1.0000,R-50491
P-50485,30.000,ml,0.00100000,1.0000,R-50491
P-50488,85.000,g,0.00100000,1.0000,R-50491
P-62007,30.000,ml,0.00100000,1.0000,R-50491
I-1120,1.000,CT,1.00000000,1.0000,R-50494
I-13254,10.000,g,0.00220462,1.0000,R-50494
I-14179,30.000,g,0.00100000,1.0000,R-50494
I-17203,10.000,ml,0.00100000,1.0000,R-50494
I-2311,35.000,g,0.00100000,1.0000,R-50494
I-2697,15.000,g,1.00000000,1.0000,R-50494
P-26068,10.000,g,0.00100000,1.0000,R-50494
P-50689,50.000,g,1.00000000,1.0000,R-50494
I-1120,1.000,CT,1.00000000,1.0000,R-50562
I-14179,15.000,g,0.00100000,1.0000,R-50562
I-17203,10.000,ml,0.00100000,1.0000,R-50562
I-2308,35.000,g,0.00100000,1.0000,R-50562
I-2697,15.000,g,1.00000000,1.0000,R-50562
P-18907,1.000,g,1.00000000,1.0000,R-50562
P-32459,15.000,g,0.00100000,1.0000,R-50562
I-1120,1.000,CT,1.00000000,1.0000,R-50590
I-17203,10.000,ml,0.00100000,1.0000,R-50590
I-2126,20.000,g,0.00100000,1.0000,R-50590
I-2697,15.000,g,1.00000000,1.0000,R-50590
I-4463,10.000,g,0.00220462,1.0000,R-50590
P-26068,30.000,g,0.00100000,1.0000,R-50590
P-50966,30.000,g,0.00100000,1.0000,R-50590
I-1120,1.000,CT,1.00000000,1.0000,R-50788
I-17203,10.000,ml,0.00100000,1.0000,R-50788
I-2697,15.000,g,1.00000000,1.0000,R-50788
P-18907,3.000,g,1.00000000,1.0000,R-50788
P-45047,5.000,g,0.00100000,1.0000,R-50788
P-46862,100.000,g,0.00100000,1.0000,R-50788
P-50789,50.000,g,0.00100000,1.0000,R-50788
I-1120,1.000,CT,1.00000000,1.0000,R-50824
I-14177,30.000,g,0.00100000,1.0000,R-50824
I-4978,20.000,g,0.00100000,1.0000,R-50824
P-10241,30.000,g,0.00100000,1.0000,R-50824
P-26062,50.000,g,0.00100000,1.0000,R-50824
P-42012,15.000,g,0.00100000,1.0000,R-50824
P-50489,100.000,g,0.00100000,1.0000,R-50824
I-1120,1.000,CT,1.00000000,1.0000,R-50858
I-2122,20.000,g,0.00100000,1.0000,R-50858
I-4896,15.000,g,0.00220462,1.0000,R-50858
P-10241,15.000,g,0.00100000,1.0000,R-50858
P-46862,50.000,g,0.00100000,1.0000,R-50858
P-48489,15.000,g,0.00100000,1.0000,R-50858
P-50840,15.000,g,0.00220462,1.0000,R-50858
P-50923,10.000,g,0.00100000,1.0000,R-50858
P-57639,10.000,g,0.00100000,1.0000,R-50858
I-1120,1.000,CT,1.00000000,1.0000,R-50859
I-14179,30.000,g,0.00100000,1.0000,R-50859
I-17203,10.000,ml,0.00100000,1.0000,R-50859
I-2697,15.000,g,1.00000000,1.0000,R-50859
I-4463,10.000,g,0.00220462,1.0000,R-50859
P-50860,100.000,g,0.00100000,1.0000,R-50859
I-1120,1.000,CT,1.00000000,1.0000,R-50896
I-17584,40.000,g,0.00220462,1.0000,R-50896
I-2119,20.000,g,0.00100000,1.0000,R-50896
P-35258,15.000,g,0.00100000,1.0000,R-50896
P-38637,10.000,g,0.00100000,1.0000,R-50896
P-57150,5.000,g,0.00100000,1.0000,R-50896
I-2141,5.000,g,0.00100000,1.0000,R-51303
P-26226,90.000,ml,0.00100000,1.0000,R-51303
P-47377,2.000,g,1.00000000,1.0000,R-51303
P-54664,360.000,g,0.00100000,1.0000,R-51303
I-1120,1.000,CT,1.00000000,1.0000,R-56337
I-17203,10.000,ml,0.00100000,1.0000,R-56337
I-2126,20.000,g,0.00100000,1.0000,R-56337
I-2697,15.000,g,1.00000000,1.0000,R-56337
I-4463,15.000,g,0.00220462,1.0000,R-56337
P-32459,15.000,g,0.00100000,1.0000,R-56337
P-32663,10.000,g,0.00100000,1.0000,R-56337
P-50802,10.000,g,0.00100000,1.0000,R-56337
I-17615,1.000,slice,1.00000000,1.0000,R-56454
I-3348,20.000,ml,0.00100000,1.0000,R-56454
I-3460,40.000,ml,1.00000000,1.0000,R-56454
I-52016,1.000,ea,1.00000000,1.0000,R-56454
P-26086,45.000,ml,0.00100000,1.0000,R-56454
P-35132,1.000,ea,1.00000000,1.0000,R-56454
P-35258,10.000,g,0.00100000,1.0000,R-56454
P-35272,20.000,g,1.00000000,1.0000,R-56454
P-46862,40.000,g,0.00100000,1.0000,R-56454
I-17618,2.000,slice,1.00000000,1.0000,R-56456
I-2156,50.000,g,0.00100000,1.0000,R-56456
I-2310,2.000,slice,1.00000000,1.0000,R-56456
I-9295,2.000,slice,1.00000000,1.0000,R-56456
P-51992,2.000,slice,1.00000000,1.0000,R-56456
P-56455,30.000,ml,0.00100000,1.0000,R-56456
I-55414,1.000,each,1.00000000,1.0000,R-56458
I-56844,165.000,g,0.00220462,1.0000,R-56458
P-26136,20.000,g,0.00100000,1.0000,R-56458
P-29170,40.000,g,0.00100000,1.0000,R-56458
P-56457,30.000,ml,0.00100000,1.0000,R-56458
I-1207,0.300,CT,1.00000000,1.0000,R-56491
I-3348,15.000,g,0.00094667,1.0000,R-56491
P-21077,20.000,g,0.00100000,1.0000,R-56491
P-24750,5.000,g,0.00100000,1.0000,R-56491
P-26328,40.000,g,0.00100000,1.0000,R-56491
P-56811,5.000,g,0.00100000,1.0000,R-56491
P-58450,90.000,g,0.00100000,1.0000,R-56491
