ConversionId,Multiplier,ConvertFromQty,ConvertFromUom,ConvertToQty,ConvertToUom
I-3572,0.05882353,1.0,Tbsp,17.0,g
I-3572,0.00363636,1.0,cup,275.0,g
I-3575,0.00704225,1.0,cup,142.0,g
I-3619,4.65616546,1.0,leaf,0.2148,g
I-3623,0.55555556,1.0,tsp,1.8,g
I-3623,0.18867925,1.0,Tbsp,5.3,g
I-3624,0.55555556,1.0,tsp,1.8,g
I-3624,0.18867925,1.0,Tbsp,5.3,g
I-3630,0.16666667,1.0,Tbsp,6.0,g
I-3638,0.45454545,1.0,tsp,2.2,g
I-3638,0.14285714,1.0,Tbsp,7.0,g
I-3639,0.41666667,1.0,tsp,2.4,g
I-3639,0.14492754,1.0,Tbsp,6.9,g
I-3640,0.43478261,1.0,tsp,2.3,g
I-3640,0.14705882,1.0,Tbsp,6.8,g
I-3642,0.14492754,1.0,Tbsp,6.9,g
I-3643,0.14492754,1.0,Tbsp,6.9,g
I-3646,0.14084507,1.0,Tbsp,7.1,g
I-3649,0.34482759,1.0,tsp,2.9,g
I-3658,0.2173913,1.0,tsp,4.6,g
I-3658,0.00454545,1.0,cup,220.0,g
I-3660,0.23809524,1.0,tsp,4.2,g
I-3660,0.005,1.0,cup,200.0,g
I-3692,0.18867925,1.0,tsp,5.3,g
I-3692,0.0625,1.0,Tbsp,16.0,g
I-3692,0.00392157,1.0,cup,255.0,g
I-3692,0.001,1.0,L,1000.0,g
I-3698,0.2,1.0,tsp,5.0,g
I-3698,0.06711409,1.0,Tbsp,14.9,g
I-3698,0.00420168,1.0,cup,238.0,g
I-3698,0.001,1.0,L,1000.0,g
I-4271,0.00549451,1.0,CT,182.0,g
I-4375,0.06666667,1.0,CT,15.0,g
I-4557,0.04347826,1.0,leaf,23.0,g
I-4557,0.00088183,1.0,CT,1134.0,g
I-4557,0.00088183,1.0,ea,1134.0,g
I-4593,0.002,1.0,HEAD,500.0,g
I-4593,0.00170068,1.0,CT,588.0,g
I-4598,0.00125,1.0,CT,800.0,g
I-4626,0.00263158,1.0,CT,380.0,g
I-4679,0.06666667,1.0,BUNCH,15.0,g
I-4690,0.2,1.0,leaf,5.0,g
I-4690,0.00613497,1.0,CT,163.0,g
I-4693,0.0013245,1.0,CT,755.0,g
I-4699,0.005,1.0,CT,200.0,g
I-4709,0.01190476,1.0,CT,84.0,g
I-4712,0.01492537,1.0,CT,67.0,g
I-4745,0.00666667,1.0,ea,150.0,g
I-4894,0.04,1.0,ea,25.0,g
I-5983,0.03378378,1.0,fl oz,29.6,g
I-5983,0.001,1.0,L,1000.0,g
I-6006,0.22222222,1.0,tsp,4.5,g
I-6006,0.07407407,1.0,Tbsp,13.5,g
I-6006,0.00462963,1.0,cup,216.0,g
I-6443,0.03246753,1.0,fl oz,30.8,g
I-6443,0.00406504,1.0,cup,246.0,g
I-8060,0.07042254,1.0,Tbsp,14.2,g
I-8060,0.00440529,1.0,cup,227.0,g
I-9295,0.06666667,1.0,slice,15.0,g
I-17203,0.18867925,1.0,tsp,5.3,g
I-17203,0.0625,1.0,Tbsp,16.0,g
I-17203,0.00392157,1.0,cup,255.0,g
I-17618,0.07142857,1.0,slice,14.0,g
I-19737,0.00103306,1.0,L,968.0,g
I-45114,0.03333333,0.5,fl oz,15.0,g
I-3321,0.04761905,1.0,Tbsp,21.0,g
I-3321,0.00294985,1.0,cup,339.0,g
I-3435,0.00381679,0.5,cup,131.0,g
I-3435,0.00101284,2.84,L,2804.0,g
I-3621,1.42857143,1.0,tsp,0.7,g
I-3629,0.55555556,1.0,tsp,1.8,g
I-3629,0.2,1.0,Tbsp,5.0,g
I-3632,0.32258065,1.0,tsp,3.1,g
I-3632,0.10309278,1.0,Tbsp,9.7,g
I-3654,0.45454545,1.0,tsp,2.2,g
I-3654,0.14705882,1.0,Tbsp,6.8,g
I-3679,0.06666667,1.0,Tbsp,15.0,g
I-3679,0.00526316,1.0,can,190.0,g
I-3679,0.00416667,1.0,cup,240.0,g
I-3695,0.2,1.0,tsp,5.0,g
I-3695,0.06711409,1.0,Tbsp,14.9,g
I-3695,0.0041841,1.0,cup,239.0,g
I-11217,0.22222222,1.0,tsp,4.5,g
I-11217,0.07142857,1.0,Tbsp,14.0,g
I-11217,0.00458716,1.0,cup,218.0,g
I-3223,0.06666667,1.0,Tbsp,15.0,g
I-3223,0.00442478,1.0,cup,226.0,g
I-3284,0.23809524,1.0,tsp,4.2,g
I-3284,0.07692308,1.0,Tbsp,13.0,g
I-3284,0.00480769,1.0,cup,208.0,g
I-3386,0.22222222,1.0,tsp,4.5,g
I-3386,0.07352941,1.0,Tbsp,13.6,g
I-3386,0.00458716,1.0,cup,218.0,g
I-3625,0.38461538,1.0,tsp,2.6,g
I-3625,0.12820513,1.0,Tbsp,7.8,g
I-3661,0.4,1.0,tsp,2.5,g
I-3670,0.05,1.0,Tbsp,20.0,g
I-3670,0.0031746,1.0,cup,315.0,g
I-4461,0.00549451,1.0,CT,182.0,g
I-4472,0.00735294,1.0,CT,136.0,g
I-14181,0.07142857,1.0,slice,14.0,g
I-27407,0.01333333,1.0,ea,75.0,g
I-3617,0.52631579,1.0,tsp,1.9,g
I-3617,0.16666667,1.0,Tbsp,6.0,g
I-3620,0.17241379,1.0,Tbsp,5.8,g
I-3633,0.55555556,1.0,tsp,1.8,g
I-3633,0.19230769,1.0,Tbsp,5.2,g
I-4489,0.06666667,1.0,slice,15.0,g
I-4489,0.00022769,1.0,BUNCH,4392.0,g
I-4772,0.26315789,1.0,Tbsp,3.8,g
I-4772,0.01,1.0,BUNCH,100.0,g
I-3149,0.00416667,1.0,cup,240.0,g
I-3391,0.22222222,1.0,tsp,4.5,g
I-3391,0.07352941,1.0,Tbsp,13.6,g
I-3391,0.00458716,1.0,cup,218.0,g
I-3392,0.22222222,1.0,tsp,4.5,g
I-3392,0.07352941,1.0,Tbsp,13.6,g
I-3392,0.00458716,1.0,cup,218.0,g
I-3468,0.00408163,1.0,cup,245.0,g
I-3590,0.0078125,1.0,cup,128.0,g
I-3637,0.5,1.0,tsp,2.0,g
I-3637,0.15873016,1.0,Tbsp,6.3,g
I-4588,0.33333333,1.0,slice,3.0,g
I-4588,0.00347222,1.0,BUNCH,288.0,g
I-4826,0.0025,1.0,BUNCH,400.0,g
I-4915,0.02777778,1.0,cup,36.0,g
I-4915,0.02083333,1.0,leaf,48.0,g
I-4915,0.00285714,1.0,HEAD,350.0,g
I-6812,0.00909091,1.0,cup,110.0,g
I-13205,0.0035461,1.0,CT,282.0,g
I-22026,0.21276596,1.0,tsp,4.7,g
I-22026,0.00106383,1.0,L,940.0,g
I-23336,0.00381679,1.0,cup,262.0,g
I-2205,0.06666667,1.0,Tbsp,15.0,g
I-2205,0.03311258,1.0,fl oz,30.2,g
I-2205,0.00413223,1.0,cup,242.0,g
I-3497,0.00342466,1.0,cup,292.0,g
I-3647,0.14084507,1.0,Tbsp,7.1,g
I-3853,0.00588235,1.0,CT,170.0,g
I-46554,0.06666667,1.0,Tbsp,15.0,g
I-46554,0.00442478,1.0,cup,226.0,g
I-3367,0.00401606,1.0,cup,249.0,g
I-3589,0.11111111,1.0,Tbsp,9.0,g
I-3589,0.00694444,1.0,cup,144.0,g
I-3591,0.11111111,1.0,Tbsp,9.0,g
I-3591,0.00694444,1.0,cup,144.0,g
I-3622,0.37037037,1.0,tsp,2.7,g
I-3622,0.125,1.0,Tbsp,8.0,g
I-3641,0.43478261,1.0,tsp,2.3,g
I-3641,0.14705882,1.0,Tbsp,6.8,g
I-3657,0.2173913,1.0,tsp,4.6,g
I-3657,0.00454545,1.0,cup,220.0,g
I-4628,0.00332226,1.0,HEAD,301.0,g
I-6017,0.0016125,0.1613,L,100.0,g
I-6017,0.14285714,1.0,slice,7.0,g
I-6017,0.01538462,1.0,piece,65.0,g
I-8058,0.00408163,1.0,cup,245.0,g
I-17616,0.07142857,1.0,slice,14.0,g
I-2074,0.07042254,1.0,Tbsp,14.2,g
I-2074,0.00440529,1.0,cup,227.0,g
I-3584,0.00342466,1.0,cup,292.0,g
I-3145,0.00416667,1.0,cup,240.0,g
I-3145,0.00226244,1.0,can,442.0,g
I-3146,0.00413223,1.0,cup,242.0,g
I-3146,0.00225225,1.0,can,444.0,g
I-3635,0.83333333,1.0,tsp,1.2,g
I-3635,0.3030303,1.0,Tbsp,3.3,g
I-4345,0.00980392,1.0,CT,102.0,g
I-4345,0.00689655,1.0,cup,145.0,g
I-4949,0.00022134,1.0,CT,4518.0,g
I-7060,0.03401361,1.0,fl oz,29.4,g
I-43958,0.02,1.0,each,50.0,g
I-3636,1.66666667,1.0,tsp,0.6,g
I-3636,0.58823529,1.0,Tbsp,1.7,g
I-3854,0.00869565,1.0,CT,115.0,g
I-16497,0.00271003,1.0,CT,369.0,g
I-6777,0.00159744,1.0,CT,626.0,g
I-19283,0.00210526,1.0,bag,475.0,g
I-31126,0.02,1.0,500UN,50.0,g
I-31126,0.02,1.0,ea,50.0,g
I-1197,0.01333333,1.0,CT,75.0,g
I-3144,0.0625,1.0,Tbsp,16.0,g
I-3144,0.00390625,1.0,cup,256.0,g
I-3144,0.00229358,1.0,can,436.0,g
I-3577,0.37037037,1.0,tsp,2.7,g
I-3577,0.125,1.0,Tbsp,8.0,g
I-3681,0.004,1.0,cup,250.0,g
I-6791,0.00411523,1.0,cup,243.0,g
I-2236,0.03278689,1.0,fl oz,30.5,g
I-2236,0.00409836,1.0,cup,244.0,g
I-2236,0.00102459,1.0,qt,976.0,g
I-3563,0.21276596,1.0,tsp,4.7,g
I-3458,0.00093897,1.0,L,1065.0,g
I-3628,0.47619048,1.0,tsp,2.1,g
I-3628,0.15384615,1.0,Tbsp,6.5,g
I-4698,0.004,1.0,CT,250.0,g
I-7061,0.03401361,1.0,fl oz,29.4,g
I-16217,0.00271003,1.0,CT,369.0,g
I-19657,0.00666667,1.0,each,150.0,g
I-2207,0.03278689,1.0,fl oz,30.5,g
I-2207,0.00409836,1.0,cup,244.0,g
I-2207,0.00102459,1.0,qt,976.0,g
I-3634,1.0,1.0,tsp,1.0,g
I-3634,0.32258065,1.0,Tbsp,3.1,g
I-3390,0.22222222,1.0,tsp,4.5,g
I-3390,0.07407407,1.0,Tbsp,13.5,g
I-3390,0.00462963,1.0,cup,216.0,g
I-25492,0.0049505,1.0,ea,202.0,g
I-1028,0.008333333,1.0,CT,120.0,g
I-1034,0.008333333,1.0,CT,120.0,g
I-1035,0.01,1.0,CT,100.0,g
I-10605,0.008849558,1.0,CT,113.0,g
I-1126,0.006666666999999999,1.0,CT,150.0,g
I-1127,0.006666666999999999,1.0,CT,150.0,g
I-1141,0.013333333000000001,1.0,CT,75.0,g
I-1143,0.013333333000000001,1.0,CT,75.0,g
I-11519,0.02,1.0,bag,50.0,g
I-1152,0.013333333000000001,1.0,CT,75.0,g
I-11842,0.002202643,1.0,LOAF,454.0,g
I-1207,0.008333333,1.0,CT,120.0,g
I-1223,0.0001,1.0,CT,10000.0,ml
I-1232,0.02,1.0,slice,50.0,g
I-1252,0.00025,1.0,CT,4000.0,ml
I-1254,0.004166667,0.5,CT,120.0,g
I-1257,0.008333333,1.0,CT,120.0,g
I-1273,0.002202643,1.0,LOAF,454.0,g
I-13004,0.002202643,1.0,CT,454.0,g
I-15032,0.002202643,1.0,LOAF,454.0,g
I-15358,0.013333333000000001,1.0,ea,75.0,g
I-17615,0.071428571,1.0,slice,14.0,g
I-17617,0.071428571,1.0,slice,14.0,g
I-17686,0.013333333000000001,1.0,ea,75.0,g
I-18089,0.008333333,1.0,ea,120.0,g
I-18915,0.033333333,1.0,ea,30.0,g
I-19735,0.008333333,1.0,CT,120.0,g
I-2159,0.02,1.0,CT,50.0,g
I-2281,0.00011692299999999999,0.076,650G,650.0,g
I-2306,0.05,1.0,slice,20.0,g
I-2310,0.05,1.0,slice,20.0,g
I-24227,0.002202643,1.0,LOAF,454.0,g
I-2586,0.008333333,1.0,CT,120.0,g
I-2669,0.0008620689999999999,0.125,PIE,145.0,g
I-28899,0.04,1.0,each,25.0,g
I-28904,0.033333333,1.0,each,30.0,g
I-28907,0.025,1.0,each,40.0,g
I-28920,0.005882353000000001,1.0,each,170.0,g
I-29663,0.036363636,1.0,ea,27.5,g
I-29665,0.025,1.0,each,40.0,g
I-29688,0.008333333,1.0,ea,120.0,g
I-30178,0.008333333,1.0,SHEET,120.0,g
I-3103,0.033333333,1.0,CT,30.0,g
I-3143,0.00035211300000000004,1.0,can,2840.0,ml
I-32258,0.02,1.0,ea,50.0,g
I-32263,0.033333333,1.0,ea,30.0,g
I-32268,0.02,1.0,ea,50.0,g
I-3387,0.001,1.0,L,1000.0,ml
I-3676,0.00035211300000000004,1.0,LG CAN,2840.0,ml
I-3688,0.008333333,1.0,CT,120.0,g
I-3738,0.003030303,1.0,330ML,330.0,ml
I-41181,0.008333333,1.0,ea,120.0,g
I-4341,0.012597838,1.0,CT,79.3787,g
I-43608,0.002985075,1.0,can,335.0,ml
I-4507,0.005555556,1.0,piece,180.0,g
I-4640,7.69e-05,1.0,cs,13000.0,g
I-46598,0.02,1.0,ea,50.0,g
I-4823,0.003333333,12.0,HEAD,3600.0,g
I-49128,0.008333333,1.0,CT,120.0,g
I-52016,0.008849558,1.0,ea,113.0,g
I-52090,0.007692308,1.0,CT,130.0,g
I-55414,0.008333333,1.0,each,120.0,g
I-57496,0.0125,1.0,each,80.0,g
I-57497,0.0125,1.0,each,80.0,g
I-62225,0.014705882,4.0,CT,272.0,g
I-62736,0.01,1.0,ea,100.0,g
I-64492,0.002202643,1.0,LOAF,454.0,g
I-8140,0.0125,1.0,ea,80.0,g
I-8374,0.036363636,1.0,ea,27.5,g
I-8856,0.026785714,6.0,ea,224.0,g
P-13890,0.02,30.0,slice,1500.0,g
P-13944,0.008474576,1.0,ea,118.0,g
P-14076,0.008571429,6.0,PTN,700.0,g
P-14077,0.004285714,6.0,PTN,1400.0,g
P-14200,0.002790698,3.0,PTN,1075.0,g
P-14282,0.010909091000000001,48.0,ea,4400.0,g
P-14366,0.030857142999999997,540.0,piece,17500.0,g
P-14833,0.002,1.0,PTN,500.0,g
P-16305,0.008928571,1.0,ea,112.0,g
P-22963,0.004830918,1.0,ea,207.0,ml
P-24618,0.007462687,1.0,PTN,134.0,g
P-26047,0.02,50.0,ea,2500.0,g
P-26056,0.0022222220000000003,1.0,ea,450.0,g
P-26057,0.02,1.0,ea,50.0,g
P-26170,0.008,1.0,ea,125.0,g
P-26234,0.0125,16.0,ea,1280.0,g
P-26318,0.020408163,10.0,ea,490.0,g
P-26481,0.02,1.0,ea,50.0,g
P-26631,0.005882353000000001,24.0,ea,4080.0,g
P-26965,0.008333333,12.0,piece,1440.0,g
P-27418,0.008333333,1.0,ea,120.0,g
P-28225,0.003333333,1.0,PTN,300.0,g
P-28369,0.028571429,1.0,ea,35.0,g
P-28372,0.071428571,1.0,slice,14.0,g
P-28373,0.005405405,1.0,un,185.0,g
P-33556,0.004545455,1.0,each,220.0,g
P-35132,0.007692308,185.0,ea,24050.0,g
P-35713,0.007692308,185.0,ea,24050.0,g
P-36066,0.0027397259999999996,3.0,ea,1095.0,ml
P-36793,0.005714286,2.0,ea,350.0,g
P-36815,0.0027397259999999996,2.0,ea,730.0,ml
P-36868,0.00532398,10.0,ea,1878.2939999999999,g
P-37297,0.02,1.0,each,50.0,g
P-37871,0.004,1.0,ea,250.0,g
P-38314,0.02,1.0,ea,50.0,g
P-39135,0.0027397259999999996,2.0,ea,730.0,ml
P-40407,0.004338395,1.0,1UN,230.5,g
P-41727,0.0030444490000000003,15.0,PTN,4927.0,g
P-42552,0.003333333,1.0,pak,300.0,g
P-42553,0.003333333,1.0,pak,300.0,g
P-42554,0.003333333,1.0,pak,300.0,g
P-42555,0.003333333,1.0,pak,300.0,g
P-42556,0.003333333,1.0,pak,300.0,g
P-42557,0.003333333,1.0,pak,300.0,g
P-42558,0.003333333,1.0,pak,300.0,g
P-43635,0.004,25.0,ea,6250.0,g
P-43637,0.0027397259999999996,1.0,ea,365.0,ml
P-43638,0.0027397259999999996,2.0,ea,730.0,ml
P-43737,0.02,20.0,each,1000.0,g
P-44309,0.0027397259999999996,1.0,PTN,365.0,ml
P-44353,0.010719755,7.0,PTN,653.0,g
P-44392,0.02,8.0,each,400.0,g
P-44438,0.002,1.0,PTN,500.0,g
P-44497,0.038461537999999997,6.0,each,156.0,g
P-44506,0.025,4.0,each,160.0,g
P-44512,0.006060606,12.0,each,1980.0,g
P-44585,0.095238095,8.0,piece,84.0,g
P-44587,0.02,1.0,ea,50.0,g
P-44907,0.023529412000000003,48.0,PTN,2040.0,g
P-45255,0.015384615,70.0,piece,4550.0,g
P-45964,0.006953224,110.0,ea,15820.0,g
P-46509,0.006666666999999999,3.0,PTN,450.0,g
P-46641,0.005813953,30.0,PTN,5160.0,g
P-46862,0.044052863,20.0,slice,454.0,g
P-47207,0.002150538,1.0,PTN,465.0,g
P-47208,0.0027397259999999996,1.0,PTN,365.0,g
P-47226,0.2,1.0,PTN,5.0,g
P-47228,0.005813953,1.0,PTN,172.0,g
P-47267,0.002197802,1.0,PTN,455.0,g
P-47324,0.021264027999999997,180.0,each,8465.0,g
P-47362,0.007782101,2.0,ea,257.0,g
P-47365,0.02,2.0,each,100.0,g
P-47366,0.02,12.0,each,600.0,g
P-47509,0.5,2.0,each,4.0,g
P-47610,0.002061856,1.0,PTN,485.0,g
P-47805,0.004,1.0,PTN,250.0,g
P-48520,0.023060797,22.0,slice,954.0,g
P-48635,0.0022222220000000003,1.0,each,450.0,g
P-48863,0.005354752,12.0,CT,2241.0,g
P-49035,0.011428571,4.0,each,350.0,g
P-49636,0.008333333,12.0,ea,1440.0,g
P-49970,0.004225352,72.0,CT,17040.0,g
P-50398,0.033333333,12.0,CT,360.0,g
P-50439,0.066666667,3.0,piece,45.0,g
P-50505,0.016666667,2.0,each,120.0,ml
P-50627,0.0027397259999999996,2.0,srvg,730.0,ml
P-50641,0.0015384620000000002,1.0,un,650.0,g
P-50658,0.01,0.75,CT,75.0,g
P-50667,0.004,1.0,PTN,250.0,g
P-50705,0.019157088,1.0,ea,52.2,g
P-50723,0.0015384620000000002,1.0,srvg,650.0,g
P-50725,0.035242291,16.0,ea,454.0,g
P-50799,0.013333333000000001,18.0,slice,1350.0,g
P-50809,0.019230768999999998,18.0,slice,936.0,g
P-50947,0.001428571,2.0,ea,1400.0,g
P-50949,0.001709402,2.0,srvg,1170.0,g
P-50950,0.001709402,2.0,srvg,1170.0,g
P-50954,0.00173913,2.0,ea,1150.0,g
P-50994,0.003333333,1.0,PTN,300.0,g
P-51018,0.004366812,5.0,each,1145.0,g
P-51086,0.01754386,6.0,CT,342.0,g
P-51133,0.002,1.0,ea,500.0,g
P-51134,0.02,2.0,un,100.0,g
P-51224,0.005555556,1.0,each,180.0,g
P-51225,0.002,2.0,ea,1000.0,ml
P-51230,0.04,1.0,srvg,25.0,ml
P-51231,0.02,250.0,each,12500.0,g
P-51255,0.004,1.0,PTN,250.0,g
P-51382,0.008678501,44.0,each,5070.0,g
P-51508,0.035087718999999996,2.0,slice,57.0,g
P-51510,0.025,4.0,PTN,160.0,g
P-51516,0.024691357999999997,1.0,PTN,40.5,g
P-51518,0.008818342,1.0,PTN,113.4,g
P-51826,0.14285714300000002,1.0,PTN,7.0,g
P-51988,0.0032,40.0,PTN,12500.0,g
P-51992,0.022222222000000003,36.0,slice,1620.0,g
P-52088,0.005,10.0,PTN,2000.0,g
P-52222,0.04,1.0,ea,25.0,g
P-52620,0.2,8.0,piece,40.0,g
P-52753,0.019230768999999998,1.0,ea,52.0,g
P-52942,0.013888889,1.0,each,72.0,g
P-52951,0.008333333,6.0,CT,720.0,g
P-52994,0.076923077,35.0,each,455.0,g
P-53056,0.011111111000000002,13.0,PTN,1170.0,g
P-53088,0.002325581,6.0,each,2580.0,g
P-53310,0.004347826,1.0,CT,230.0,g
P-53314,0.004906771,1.0,CT,203.8,g
P-53361,0.005647059,24.0,ea,4250.0,g
P-53634,0.0074074069999999995,6.0,slice,810.0,g
P-53742,0.009521996,1.0,each,105.02,g
P-53814,0.007142857,1.0,ea,140.0,g
P-53834,0.009951349,36.0,CT,3617.6,g
P-53906,0.014371257,12.0,each,835.0,g
P-53938,0.026315789,12.0,each,456.0,g
P-53947,0.014117646999999999,120.0,piece,8500.0,g
P-53955,0.008980692,40.0,each,4454.0,g
P-53970,0.006389776,16.0,each,2504.0,g
P-54069,0.009433961999999999,1.0,each,106.0,g
P-54556,0.014201183000000001,24.0,slice,1690.0,g
P-54644,0.002380952,16.0,PTN,6720.0,g
P-54667,0.0022222220000000003,16.0,PTN,7200.0,g
P-54697,0.095238095,8.0,each,84.0,g
P-54881,0.062068965999999996,36.0,PTN,580.0,g
P-55079,0.018867925,1.0,CT,53.0,g
P-55099,0.005882353000000001,1.0,PTN,170.0,g
P-55238,0.005,120.0,ea,24000.0,g
P-55252,0.019705882,402.0,CT,20400.0,g
P-55422,0.001,2.5,1L,2500.0,g
P-55459,0.002,56.0,CT,28000.0,g
P-5548,0.00015715,3.0,full in,19090.0,g
P-55669,0.008818342,1.0,PTN,113.4,g
P-56795,0.008333333,1.0,ea,120.0,g
P-56910,0.008196721,1.0,PTN,122.0,g
P-57631,0.018867925,1.0,each,53.0,g
P-5960,0.000148677,1.0,full in,6726.0,g
P-60970,0.003333333,1.0,each,300.0,g
P-61508,0.002,8.0,ea,4000.0,g
P-61646,0.017479462,100.0,ea,5721.0,g
P-61769,0.002777778,8.0,PIE,2880.0,g
P-61796,0.005555556,10.0,CT,1800.0,g
P-61959,0.02,24.0,each,1200.0,g
P-62403,0.003831418,1.0,each,261.0,g
P-62434,0.025,1.0,srvg,40.0,g
P-62442,0.071428571,1.0,CT,14.0,g
P-62549,0.095238095,8.0,piece,84.0,g
P-62841,0.008810573,4.0,piece,454.0,g
P-64456,0.00877193,9.0,PTN,1026.0,g
P-64513,0.002857143,1.0,PTN,350.0,g
P-64944,0.007352941,1.0,PTN,136.0,g
P-6888,0.00035211300000000004,1.0,LG CAN,2840.0,ml
P-7166,0.0028,56.0,CT,20000.0,g
P-7367,0.005166228,216.0,ea,41810.0,g
P-7523,0.035242291,16.0,ea,454.0,g
P-7637,0.016909029,1.0,srvg,59.14,ml
P-9779,0.068266667,768.0,slice,11250.0,g
I-8238,0.033333333,1.0,ea,30.0,g
I-9341,0.008333333,1.0,CT,120.0,g
P-60812,0.008333333,1.0,each,120.0,g
P-62629,0.010526316,100.0,each,9500.0,g
P-47243,0.029239766,1.0,PTN,34.2,g
P-62520,0.0050761420000000005,1.0,PTN,197.0,g
P-62597,0.005181347,1.0,PTN,193.0,g
P-60813,0.004081633,1.0,ea,245.0,g
I-1016,0.00105,0.042,SHEET,40.0,g
I-1020,0.00105,0.042,SHEET,40.0,g
I-1033,0.016666667,0.8,CT,48.0,g
I-1048,0.01,1.0,slice,100.0,g
I-1057,0.00033,0.033,SHEET,100.0,g
I-1064,0.00033,0.033,SHEET,100.0,g
I-1065,0.00033,0.033,SHEET,100.0,g
I-1067,0.00033,0.033,SHEET,100.0,g
I-1073,0.01,1.0,slice,100.0,g
I-1077,0.01,1.0,slice,100.0,g
I-1085,0.011111111000000002,0.25,CT,22.5,g
I-1089,0.011111111000000002,0.2,CT,18.0,g
I-1093,0.011111111000000002,0.2,CT,18.0,g
I-1096,0.011111111000000002,0.05,CT,4.5,g
I-1116,0.006659999999999999,0.33299999999999996,ea,50.0,g
I-11824,0.00042,0.042,SHEET,100.0,g
I-1189,0.002202643,0.1,CT,45.4,g
I-1196,0.008849558,1.0,CT,113.0,g
I-1205,0.008849558,1.0,CT,113.0,g
I-12180,0.000979432,1.0,CT,1021.0,g
I-1241,0.0125,0.25,ea,20.0,g
I-1250,0.0125,1.0,CT,80.0,g
I-1286,0.01,1.0,CT,100.0,g
I-19634,0.002202643,1.0,LOAF,454.0,g
I-24229,0.002202643,1.0,LOAF,454.0,g
I-2661,0.000979432,1.0,PIE,1021.0,g
I-2662,0.000979432,1.0,PIE,1021.0,g
I-2664,0.000979432,1.0,PIE,1021.0,g
I-2667,0.000979432,1.0,PIE,1021.0,g
I-60871,0.000825,0.033,SHEET,40.0,g
P-62284,0.016771488,16.0,ea,954.0,g
P-50776,0.0038216559999999997,12.0,CT,3140.0,g
P-7570,0.029239766,1.0,ea,34.2,g
P-22037,0.014285714,1.0,slice,70.0,g
P-22029,0.014285714,1.0,slice,70.0,g
P-22032,0.014285714,1.0,slice,70.0,g
P-48485,0.014285714,1.0,slice,70.0,g
